Date;Sector;Percent change from baseline
2020-04-07;workplaces;-75
2020-04-13;retail and recreation;-84
2020-04-13;transit stations;-85
2020-04-15;parks;11
2020-04-16;parks;28
2020-04-18;grocery and pharmacy;-44
2020-04-19;grocery and pharmacy;-41
2020-04-20;retail and recreation;-78
2020-04-23;retail and recreation;-78
2020-04-24;retail and recreation;-79
2020-04-25;residential;20
2020-04-27;workplaces;-72
2020-04-28;grocery and pharmacy;-38
2020-04-28;residential;29
2020-04-30;retail and recreation;-82
2020-04-30;transit stations;-81
2020-05-03;grocery and pharmacy;-42
2020-05-04;transit stations;-77
2020-05-05;grocery and pharmacy;-30
2020-05-06;grocery and pharmacy;-28
2020-05-06;workplaces;-70
2020-05-08;workplaces;-82
2020-05-09;retail and recreation;-85
2020-05-10;grocery and pharmacy;-42
2020-05-10;parks;-24
2020-05-11;retail and recreation;-77
2020-05-15;retail and recreation;-78
2020-05-15;parks;71
2020-05-16;transit stations;-71
2020-05-18;workplaces;-68
2020-05-18;residential;27
2020-05-20;transit stations;-72
2020-05-20;residential;26
2020-05-22;retail and recreation;-76
2020-05-26;grocery and pharmacy;-18
2020-05-26;residential;25
2020-06-01;transit stations;-68
2020-06-01;workplaces;-62
2020-06-02;transit stations;-68
2020-06-03;grocery and pharmacy;-28
2020-06-04;workplaces;-62
2020-06-05;transit stations;-69
2020-06-06;transit stations;-68
2020-06-06;residential;15
2020-06-07;transit stations;-45
2020-06-07;workplaces;-27
2020-06-08;grocery and pharmacy;-22
2020-06-08;workplaces;-61
2020-06-12;workplaces;-60
2020-06-12;residential;26
2020-06-15;workplaces;-60
2020-06-16;grocery and pharmacy;-19
2020-06-17;grocery and pharmacy;-25
2020-06-17;parks;33
2020-06-17;workplaces;-60
2020-06-19;parks;63
2020-06-20;retail and recreation;-69
2020-06-21;retail and recreation;-68
2020-06-24;workplaces;-58
2020-06-27;workplaces;-28
2020-06-30;transit stations;-64
2020-07-01;parks;60
2020-07-02;residential;22
2020-07-03;transit stations;-63
2020-07-05;retail and recreation;-57
2020-07-07;residential;19
2020-07-08;workplaces;-57
2020-07-08;residential;21
2020-07-09;grocery and pharmacy;-18
2020-07-09;workplaces;-56
2020-07-09;residential;20
2020-07-10;workplaces;-55
2020-07-11;transit stations;-44
2020-07-12;residential;2
2020-07-14;transit stations;-58
2020-07-15;grocery and pharmacy;-20
2020-07-16;grocery and pharmacy;-15
2020-07-16;transit stations;-60
2020-07-16;residential;17
2020-07-17;workplaces;-54
2020-07-18;retail and recreation;-53
2020-07-19;retail and recreation;-45
2020-07-20;retail and recreation;-39
2020-07-20;workplaces;-58
2020-07-20;residential;16
2020-07-22;transit stations;-59
2020-07-22;workplaces;-56
2020-07-23;parks;63
2020-07-24;parks;91
2020-07-30;residential;15
2020-08-01;retail and recreation;-48
2020-08-04;retail and recreation;-28
2020-08-06;workplaces;-58
2020-08-08;retail and recreation;-50
2020-08-08;grocery and pharmacy;-22
2020-08-09;transit stations;-44
2020-08-10;workplaces;-58
2020-08-12;grocery and pharmacy;-22
2020-08-12;transit stations;-59
2020-08-13;grocery and pharmacy;-19
2020-08-14;parks;19
2020-08-14;residential;15
2020-08-16;retail and recreation;-39
2020-08-16;parks;49
2020-08-16;workplaces;-13
2020-08-16;residential;3
2020-08-18;grocery and pharmacy;-23
2020-08-18;residential;14
2020-08-22;grocery and pharmacy;-22
2020-08-23;residential;2
2020-08-25;workplaces;-57
2020-08-25;residential;15
2020-08-27;residential;16
2020-08-28;grocery and pharmacy;-15
2020-08-31;grocery and pharmacy;-26
2020-09-03;grocery and pharmacy;-15
2020-09-03;residential;15
2020-09-05;retail and recreation;-41
2020-09-07;residential;12
2020-09-14;residential;10
2020-09-15;retail and recreation;-29
2020-09-15;transit stations;-47
2020-09-15;residential;12
2020-09-17;transit stations;-48
2020-09-18;transit stations;-45
2020-09-18;workplaces;-46
2020-09-19;retail and recreation;-40
2020-09-20;grocery and pharmacy;-15
2020-09-20;workplaces;-10
2020-09-21;workplaces;-48
2020-09-24;parks;35
2020-09-27;parks;79
2020-09-30;transit stations;-54
2020-10-01;retail and recreation;-30
2020-10-06;grocery and pharmacy;-10
2020-10-06;residential;14
2020-10-08;parks;36
2020-10-08;workplaces;-43
2020-10-10;residential;5
2020-10-13;workplaces;-43
2020-10-14;transit stations;-51
2020-10-15;retail and recreation;-32
2020-10-16;grocery and pharmacy;-9
2020-10-16;residential;13
2020-10-19;workplaces;-43
2020-10-23;residential;14
2020-10-24;transit stations;-49
2020-10-25;parks;51
2020-10-25;residential;5
2020-10-26;parks;54
2020-10-28;parks;-10
2020-10-28;workplaces;-50
2020-11-02;grocery and pharmacy;-13
2020-11-02;parks;14
2020-11-03;residential;13
2020-11-04;transit stations;-46
2020-11-04;residential;12
2020-11-09;workplaces;-51
2020-11-10;retail and recreation;-60
2020-11-11;parks;2
2020-11-11;transit stations;-64
2020-11-17;parks;28
2020-11-18;grocery and pharmacy;-19
2020-11-18;residential;22
2020-11-20;parks;-9
2020-11-20;residential;23
2020-11-21;retail and recreation;-71
2020-11-21;parks;11
2020-11-21;residential;15
2020-11-22;workplaces;-30
2020-11-24;parks;36
2020-11-26;parks;51
2020-11-27;retail and recreation;-60
2020-11-28;retail and recreation;-69
2020-11-29;workplaces;-28
2020-11-30;parks;21
2020-11-30;transit stations;-62
2020-12-01;transit stations;-61
2020-12-02;residential;19
2020-12-03;grocery and pharmacy;-13
2020-12-03;transit stations;-58
2020-12-03;workplaces;-44
2020-12-04;retail and recreation;-48
2020-12-07;residential;17
2020-12-08;transit stations;-55
2020-12-09;grocery and pharmacy;-13
2020-12-09;residential;17
2020-12-10;parks;19
2020-12-10;workplaces;-43
2020-12-11;grocery and pharmacy;-8
2020-12-12;residential;10
2020-12-14;grocery and pharmacy;-11
2020-12-14;workplaces;-45
2020-12-18;parks;-20
2020-12-19;residential;8
2020-12-22;parks;20
2020-12-22;transit stations;-59
2020-12-23;grocery and pharmacy;11
2020-12-23;transit stations;-61
2020-12-24;transit stations;-65
2020-12-26;retail and recreation;-85
2020-12-26;workplaces;-45
2020-12-26;residential;14
2020-12-28;grocery and pharmacy;-32
2021-01-03;grocery and pharmacy;-24
2021-01-05;parks;14
2021-01-06;retail and recreation;-70
2021-01-06;residential;25
2021-01-07;retail and recreation;-70
2021-01-07;grocery and pharmacy;-26
2021-01-09;grocery and pharmacy;-28
2021-01-12;parks;6
2021-01-13;residential;25
2021-01-15;grocery and pharmacy;-25
2021-01-17;workplaces;-30
2021-01-17;residential;13
2021-01-18;retail and recreation;-68
2021-01-19;grocery and pharmacy;-30
2021-01-19;workplaces;-59
2021-01-20;transit stations;-76
2021-01-21;grocery and pharmacy;-25
2021-01-22;transit stations;-72
2021-01-25;residential;23
2021-01-26;parks;5
2021-01-28;transit stations;-73
2021-01-29;residential;25
2021-01-31;transit stations;-73
2021-02-01;transit stations;-71
2021-02-02;transit stations;-72
2021-02-03;parks;14
2021-02-04;residential;25
2021-02-06;parks;51
2021-02-06;transit stations;-71
2021-02-07;transit stations;-73
2021-02-07;residential;13
2021-02-08;transit stations;-73
2021-02-09;workplaces;-58
2021-02-10;workplaces;-56
2021-02-11;retail and recreation;-66
2021-02-14;retail and recreation;-72
2021-02-18;workplaces;-60
2021-02-19;retail and recreation;-67
2021-02-19;grocery and pharmacy;-16
2021-02-19;transit stations;-73
2021-02-19;workplaces;-59
2021-02-21;grocery and pharmacy;-21
2021-02-21;residential;12
2021-02-22;grocery and pharmacy;-19
2021-02-24;residential;23
2021-02-25;parks;88
2021-02-25;workplaces;-56
2021-02-25;residential;23
2021-02-26;residential;22
2021-03-03;retail and recreation;-63
2021-03-03;workplaces;-55
2021-03-04;parks;35
2021-03-04;workplaces;-55
2021-03-06;retail and recreation;-67
2021-03-07;retail and recreation;-63
2021-03-07;residential;11
2021-03-08;parks;91
2021-03-09;grocery and pharmacy;-11
2021-03-10;retail and recreation;-63
2021-03-10;residential;22
2021-03-12;residential;21
2021-03-13;parks;27
2021-03-16;residential;19
2021-03-18;parks;84
2021-03-19;grocery and pharmacy;-6
2021-03-21;grocery and pharmacy;-9
2021-03-22;transit stations;-62
2021-03-22;workplaces;-51
2021-03-25;workplaces;-50
2021-03-27;grocery and pharmacy;-8
2021-03-27;residential;12
2021-03-29;parks;158
2021-03-29;residential;16
2021-03-30;grocery and pharmacy;1
2021-03-30;parks;237
2021-03-31;workplaces;-48
2021-04-01;grocery and pharmacy;10
2021-04-03;retail and recreation;-67
2021-04-03;workplaces;-27
2021-04-04;retail and recreation;-73
2021-04-05;residential;24
2021-04-07;retail and recreation;-59
2021-04-07;workplaces;-56
2021-04-08;workplaces;-55
2021-04-08;residential;20
2021-04-09;grocery and pharmacy;-8
2021-04-09;residential;20
2021-04-15;parks;119
2021-04-16;transit stations;-53
2021-04-17;residential;4
2021-04-18;parks;114
2021-04-18;transit stations;-44
2021-04-19;retail and recreation;-34
2021-04-19;transit stations;-51
2021-04-19;residential;14
2021-04-20;workplaces;-46
2021-04-25;grocery and pharmacy;-3
2021-04-27;parks;90
2021-04-29;grocery and pharmacy;2
2021-04-30;transit stations;-47
2021-05-02;grocery and pharmacy;-1
2021-05-04;retail and recreation;-35
2021-05-04;transit stations;-53
2021-05-04;residential;14
2021-05-08;retail and recreation;-50
2021-05-08;parks;-1
2021-05-10;grocery and pharmacy;-6
2021-05-11;retail and recreation;-35
2021-05-11;parks;62
2021-05-12;transit stations;-54
2021-05-13;residential;16
2021-05-16;transit stations;-47
2021-05-17;residential;12
2021-05-19;grocery and pharmacy;-3
2021-05-19;residential;12
2021-05-20;grocery and pharmacy;-3
2021-05-20;transit stations;-52
2021-05-22;grocery and pharmacy;-1
2021-05-22;parks;78
2021-05-22;workplaces;-12
2021-05-25;grocery and pharmacy;-3
2021-06-01;workplaces;-51
2021-06-02;parks;62
2021-06-02;residential;13
2021-06-03;workplaces;-50
2021-06-04;workplaces;-48
2021-06-05;grocery and pharmacy;-2
2021-06-05;workplaces;-7
2021-06-07;transit stations;-47
2021-06-08;parks;146
2021-06-10;retail and recreation;-22
2021-06-10;parks;101
2021-06-11;transit stations;-39
2021-06-16;retail and recreation;-25
2021-06-16;transit stations;-46
2021-06-17;workplaces;-40
2021-06-18;residential;10
2021-06-19;transit stations;-37
2021-06-23;parks;91
2021-06-23;workplaces;-40
2021-06-24;transit stations;-46
2021-06-24;residential;12
2021-06-26;parks;91
2021-06-26;transit stations;-33
2021-06-27;workplaces;-4
2021-06-29;parks;70
2021-06-30;parks;71
2021-06-30;residential;11
2021-07-01;retail and recreation;-22
2021-07-01;residential;12
2021-07-02;grocery and pharmacy;-2
2021-07-03;parks;28
2021-07-05;grocery and pharmacy;-5
2021-07-06;retail and recreation;-21
2021-07-07;retail and recreation;-26
2021-07-11;parks;36
2021-07-13;residential;13
2021-07-18;transit stations;-37
2021-07-18;residential;-1
2021-07-20;parks;133
2021-07-20;workplaces;-46
2021-07-21;transit stations;-51
2021-07-22;transit stations;-50
2021-07-23;grocery and pharmacy;-1
2021-07-25;grocery and pharmacy;-7
2021-07-27;grocery and pharmacy;-5
2021-07-27;transit stations;-51
2021-07-29;transit stations;-47
2021-07-31;parks;53
2021-07-31;transit stations;-32
2021-08-01;transit stations;-31
2021-08-03;residential;12
2021-08-05;retail and recreation;-21
2021-08-05;transit stations;-51
2021-08-07;workplaces;-12
2021-08-07;residential;2
2021-08-09;transit stations;-54
2021-08-09;workplaces;-53
2021-08-09;residential;12
2021-08-11;retail and recreation;-20
2021-08-13;retail and recreation;-23
2021-08-13;transit stations;-50
2021-08-16;grocery and pharmacy;-3
2021-08-17;retail and recreation;-12
2021-08-17;residential;12
2021-08-19;grocery and pharmacy;0
2021-08-20;parks;46
2021-08-20;workplaces;-49
2021-08-21;parks;16
2021-08-21;workplaces;-14
2021-08-21;residential;2
2021-08-22;grocery and pharmacy;-8
2021-08-23;grocery and pharmacy;-5
2021-08-23;transit stations;-47
2021-08-24;grocery and pharmacy;-1
2021-08-24;parks;108
2021-08-26;parks;110
2021-08-27;retail and recreation;-21
2021-08-28;residential;-1
2021-08-29;grocery and pharmacy;-8
2021-08-30;transit stations;-54
2021-08-30;workplaces;-78
2021-09-02;parks;71
2021-09-02;transit stations;-50
2021-09-03;workplaces;-44
2021-09-04;parks;92
2021-09-07;retail and recreation;-10
2021-09-07;grocery and pharmacy;3
2021-09-08;parks;45
2021-09-12;grocery and pharmacy;-2
2021-09-13;retail and recreation;-19
2021-09-15;residential;9
2021-09-17;grocery and pharmacy;0
2021-09-17;parks;62
2021-09-18;workplaces;-13
2021-09-20;residential;9
2021-09-21;residential;9
2021-09-23;residential;9
2021-09-24;parks;72
2021-09-24;transit stations;-25
2021-09-24;residential;7
2021-09-27;residential;10
2021-10-02;transit stations;-18
2021-10-03;parks;13
2021-10-03;workplaces;-5
2021-10-04;parks;37
2021-10-07;parks;59
2021-10-08;parks;36
2021-10-08;workplaces;-38
2021-10-09;parks;52
2021-10-12;transit stations;-35
2021-10-13;transit stations;-35
2021-10-13;workplaces;-37
2021-10-18;grocery and pharmacy;-4
2021-10-20;workplaces;-37
2021-10-20;residential;10
2021-10-23;residential;1
2021-10-24;grocery and pharmacy;-5
2021-10-24;parks;16
2021-11-03;transit stations;-37
2021-11-05;parks;60
2021-11-08;retail and recreation;-15
2021-11-09;retail and recreation;-9
2021-11-09;residential;10
2021-11-10;transit stations;-35
2021-11-13;residential;1
2021-11-14;grocery and pharmacy;-1
2021-11-15;parks;27
2021-11-15;residential;10
2021-11-16;transit stations;-33
2021-11-16;residential;10
2021-11-19;residential;9
2021-11-22;retail and recreation;-13
2021-11-23;transit stations;-33
2021-11-23;workplaces;-32
2021-11-24;retail and recreation;-10
2021-11-25;parks;27
2021-11-25;workplaces;-32
2021-11-26;parks;-4
2021-11-26;transit stations;-24
2021-11-29;retail and recreation;-11
2021-12-01;grocery and pharmacy;2
2021-12-01;residential;10
2021-12-03;retail and recreation;-8
2021-12-09;transit stations;-31
2021-12-09;workplaces;-31
2021-12-11;transit stations;-16
2021-12-13;retail and recreation;-10
2021-12-14;workplaces;-37
2021-12-16;grocery and pharmacy;5
2021-12-16;parks;22
2021-12-17;grocery and pharmacy;2
2021-12-17;transit stations;-36
2021-12-18;residential;3
2021-12-19;transit stations;-29
2021-12-20;retail and recreation;-7
2021-12-20;residential;14
2021-12-22;transit stations;-49
2021-12-23;parks;0
2021-12-23;residential;14
2021-12-25;retail and recreation;-92
2021-12-25;transit stations;-91
2021-12-26;transit stations;-79
2021-12-27;parks;-3
2021-12-28;grocery and pharmacy;-24
2021-12-31;retail and recreation;-28
2022-01-03;retail and recreation;-26
2022-01-04;parks;4
2022-01-04;residential;18
2022-01-05;workplaces;-44
2022-01-06;retail and recreation;-35
2022-01-10;grocery and pharmacy;-12
2022-01-11;grocery and pharmacy;-8
2022-01-11;parks;6
2022-01-13;retail and recreation;-25
2022-01-18;transit stations;-48
2022-01-19;transit stations;-48
2022-01-20;grocery and pharmacy;-9
2022-01-21;retail and recreation;-23
2022-01-21;workplaces;-36
2022-01-25;residential;13
2022-01-26;workplaces;-36
2022-01-28;retail and recreation;-18
2022-01-31;transit stations;-41
2022-02-05;residential;3
2022-02-06;workplaces;-1
2020-02-16;grocery and pharmacy;-5
2020-02-17;workplaces;-11
2020-02-18;transit stations;-3
2020-02-19;grocery and pharmacy;-3
2020-02-21;transit stations;4
2020-02-21;residential;2
2020-02-23;grocery and pharmacy;-1
2020-02-24;parks;-15
2020-02-24;transit stations;-1
2020-02-24;residential;1
2020-02-26;transit stations;1
2020-02-28;retail and recreation;0
2020-02-28;workplaces;-3
2020-02-28;residential;1
2020-02-29;transit stations;11
2020-03-02;residential;0
2020-03-05;grocery and pharmacy;4
2020-03-07;workplaces;1
2020-03-07;residential;-1
2020-03-08;residential;-2
2020-03-11;workplaces;0
2020-03-13;workplaces;-5
2020-03-14;residential;2
2020-03-15;parks;-9
2020-03-17;workplaces;-22
2020-03-17;residential;10
2020-03-20;parks;10
2020-03-21;residential;12
2020-03-22;residential;10
2020-03-25;workplaces;-71
2020-03-30;retail and recreation;-80
2020-03-30;workplaces;-75
2020-03-31;retail and recreation;-79
2020-03-31;grocery and pharmacy;-33
2020-03-31;transit stations;-80
2020-03-31;workplaces;-75
2020-04-01;transit stations;-81
2020-04-02;grocery and pharmacy;-37
2020-04-06;transit stations;-80
2020-04-07;retail and recreation;-80
2020-04-08;transit stations;-80
2020-04-10;transit stations;-83
2020-04-12;workplaces;-58
2020-04-13;workplaces;-86
2020-04-15;residential;32
2020-04-17;grocery and pharmacy;-37
2020-04-20;transit stations;-79
2020-04-20;workplaces;-73
2020-04-20;residential;30
2020-04-21;retail and recreation;-77
2020-04-21;parks;44
2020-04-21;transit stations;-79
2020-04-21;workplaces;-73
2020-04-22;parks;19
2020-04-27;parks;22
2020-04-27;transit stations;-78
2020-04-29;retail and recreation;-80
2020-04-29;grocery and pharmacy;-36
2020-04-30;parks;-15
2020-05-01;grocery and pharmacy;-32
2020-05-01;parks;-5
2020-05-01;residential;32
2020-05-03;transit stations;-78
2020-05-03;residential;17
2020-05-04;grocery and pharmacy;-33
2020-05-04;parks;40
2020-05-04;residential;29
2020-05-05;workplaces;-71
2020-05-06;parks;33
2020-05-08;transit stations;-78
2020-05-08;residential;34
2020-05-09;workplaces;-51
2020-05-12;parks;57
2020-05-12;transit stations;-74
2020-05-13;retail and recreation;-78
2020-05-13;grocery and pharmacy;-31
2020-05-13;transit stations;-76
2020-05-13;workplaces;-69
2020-05-17;residential;14
2020-05-19;retail and recreation;-73
2020-05-21;grocery and pharmacy;-22
2020-05-21;transit stations;-73
2020-05-23;workplaces;-44
2020-05-26;parks;139
2020-05-27;transit stations;-71
2020-05-28;retail and recreation;-72
2020-05-29;grocery and pharmacy;-16
2020-05-29;transit stations;-69
2020-05-30;workplaces;-32
2020-05-31;grocery and pharmacy;-23
2020-05-31;transit stations;-65
2020-06-01;parks;126
2020-06-02;grocery and pharmacy;-18
2020-06-03;residential;27
2020-06-04;transit stations;-72
2020-06-07;grocery and pharmacy;-23
2020-06-07;parks;126
2020-06-10;grocery and pharmacy;-25
2020-06-11;retail and recreation;-71
2020-06-11;residential;26
2020-06-12;grocery and pharmacy;-23
2020-06-16;workplaces;-60
2020-06-17;residential;24
2020-06-18;retail and recreation;-68
2020-06-18;parks;-23
2020-06-19;transit stations;-66
2020-06-24;retail and recreation;-63
2020-06-27;residential;13
2020-06-28;workplaces;-21
2020-06-29;parks;48
2020-06-30;grocery and pharmacy;-16
2020-07-02;parks;76
2020-07-03;retail and recreation;-60
2020-07-04;residential;9
2020-07-13;grocery and pharmacy;-20
2020-07-18;parks;65
2020-07-18;residential;5
2020-07-21;retail and recreation;-37
2020-07-21;workplaces;-58
2020-07-23;transit stations;-60
2020-07-23;workplaces;-56
2020-07-25;grocery and pharmacy;-26
2020-07-27;transit stations;-60
2020-07-28;workplaces;-57
2020-07-31;parks;104
2020-08-02;grocery and pharmacy;-22
2020-08-02;parks;87
2020-08-04;residential;16
2020-08-05;parks;45
2020-08-05;transit stations;-59
2020-08-06;retail and recreation;-36
2020-08-07;grocery and pharmacy;-20
2020-08-07;transit stations;-55
2020-08-07;residential;13
2020-08-08;parks;108
2020-08-11;grocery and pharmacy;-19
2020-08-11;residential;14
2020-08-14;retail and recreation;-42
2020-08-14;workplaces;-57
2020-08-15;retail and recreation;-49
2020-08-15;transit stations;-50
2020-08-18;retail and recreation;-22
2020-08-20;grocery and pharmacy;-16
2020-08-24;residential;13
2020-08-29;workplaces;-16
2020-09-01;retail and recreation;-27
2020-09-04;retail and recreation;-35
2020-09-04;transit stations;-49
2020-09-05;transit stations;-41
2020-09-05;residential;2
2020-09-06;residential;2
2020-09-07;workplaces;-54
2020-09-09;transit stations;-52
2020-09-11;retail and recreation;-33
2020-09-14;grocery and pharmacy;-16
2020-09-15;parks;91
2020-09-15;workplaces;-46
2020-09-18;retail and recreation;-33
2020-09-20;parks;114
2020-09-21;retail and recreation;-28
2020-09-22;transit stations;-50
2020-09-28;parks;38
2020-09-29;residential;13
2020-09-30;retail and recreation;-37
2020-10-01;transit stations;-51
2020-10-02;transit stations;-50
2020-10-06;retail and recreation;-30
2020-10-09;parks;15
2020-10-09;workplaces;-41
2020-10-11;residential;4
2020-10-12;transit stations;-52
2020-10-12;workplaces;-44
2020-10-14;retail and recreation;-35
2020-10-18;workplaces;-8
2020-10-20;grocery and pharmacy;-15
2020-10-21;residential;16
2020-10-22;residential;15
2020-10-26;transit stations;-53
2020-10-27;retail and recreation;-27
2020-10-28;transit stations;-56
2020-10-29;grocery and pharmacy;-11
2020-10-30;workplaces;-49
2020-11-01;retail and recreation;-32
2020-11-04;retail and recreation;-15
2020-11-04;workplaces;-40
2020-11-07;transit stations;-70
2020-11-07;residential;16
2020-11-09;retail and recreation;-61
2020-11-11;grocery and pharmacy;-19
2020-11-11;workplaces;-50
2020-11-13;retail and recreation;-64
2020-11-22;transit stations;-64
2020-11-22;residential;11
2020-11-24;transit stations;-63
2020-11-25;grocery and pharmacy;-18
2020-11-25;parks;7
2020-11-25;transit stations;-64
2020-11-26;retail and recreation;-59
2020-11-26;grocery and pharmacy;-14
2020-11-27;residential;22
2020-11-28;parks;9
2020-11-28;transit stations;-68
2020-11-29;transit stations;-64
2020-11-30;retail and recreation;-55
2020-12-01;workplaces;-46
2020-12-06;residential;9
2020-12-07;retail and recreation;-43
2020-12-07;parks;14
2020-12-07;workplaces;-45
2020-12-12;transit stations;-51
2020-12-15;transit stations;-56
2020-12-16;grocery and pharmacy;-13
2020-12-19;workplaces;-7
2020-12-21;retail and recreation;-33
2020-12-21;grocery and pharmacy;-1
2020-12-22;retail and recreation;-29
2020-12-25;workplaces;-85
2020-12-28;transit stations;-75
2020-12-28;residential;27
2020-12-29;grocery and pharmacy;-17
2020-12-29;residential;25
2020-12-30;residential;24
2020-12-31;grocery and pharmacy;5
2021-01-01;workplaces;-83
2021-01-02;retail and recreation;-69
2021-01-05;residential;24
2021-01-06;workplaces;-56
2021-01-07;workplaces;-57
2021-01-15;retail and recreation;-71
2021-01-18;transit stations;-73
2021-01-19;parks;2
2021-01-21;transit stations;-74
2021-01-22;retail and recreation;-70
2021-01-22;workplaces;-57
2021-01-23;workplaces;-31
2021-01-25;parks;42
2021-01-26;transit stations;-73
2021-01-26;residential;24
2021-01-28;parks;12
2021-01-29;retail and recreation;-68
2021-01-31;parks;17
2021-02-01;parks;21
2021-02-01;residential;23
2021-02-02;workplaces;-57
2021-02-02;residential;24
2021-02-03;grocery and pharmacy;-23
2021-02-03;workplaces;-57
2021-02-03;residential;24
2021-02-05;workplaces;-55
2021-02-06;residential;14
2021-02-12;residential;25
2021-02-13;residential;16
2021-02-15;parks;71
2021-02-16;transit stations;-72
2021-02-17;transit stations;-73
2021-02-17;residential;25
2021-02-18;parks;77
2021-02-18;transit stations;-71
2021-02-20;workplaces;-31
2021-02-22;parks;75
2021-02-23;workplaces;-57
2021-02-24;retail and recreation;-64
2021-02-25;grocery and pharmacy;-13
2021-02-26;retail and recreation;-60
2021-02-26;grocery and pharmacy;-8
2021-02-27;retail and recreation;-66
2021-02-27;grocery and pharmacy;-13
2021-02-27;residential;13
2021-02-28;retail and recreation;-59
2021-03-02;residential;22
2021-03-05;parks;55
2021-03-05;workplaces;-54
2021-03-05;residential;23
2021-03-08;transit stations;-66
2021-03-09;residential;20
2021-03-10;grocery and pharmacy;-17
2021-03-15;transit stations;-63
2021-03-16;grocery and pharmacy;-9
2021-03-17;parks;56
2021-03-17;residential;19
2021-03-18;workplaces;-50
2021-03-19;transit stations;-63
2021-03-20;workplaces;-25
2021-03-23;workplaces;-50
2021-03-23;residential;19
2021-03-24;parks;88
2021-03-24;workplaces;-49
2021-03-25;residential;20
2021-03-31;grocery and pharmacy;0
2021-04-01;residential;16
2021-04-02;residential;22
2021-04-03;grocery and pharmacy;-4
2021-04-03;transit stations;-64
2021-04-04;residential;6
2021-04-08;retail and recreation;-56
2021-04-08;parks;92
2021-04-10;workplaces;-18
2021-04-10;residential;10
2021-04-11;transit stations;-58
2021-04-11;workplaces;-17
2021-04-12;retail and recreation;-26
2021-04-12;workplaces;-54
2021-04-13;parks;113
2021-04-14;parks;79
2021-04-14;transit stations;-55
2021-04-15;residential;16
2021-04-18;residential;4
2021-04-20;grocery and pharmacy;1
2021-04-21;grocery and pharmacy;-4
2021-04-22;grocery and pharmacy;0
2021-04-22;residential;13
2021-04-23;parks;149
2021-04-25;parks;119
2021-04-26;residential;14
2021-04-27;retail and recreation;-35
2021-04-27;grocery and pharmacy;-3
2021-04-28;residential;16
2021-05-01;transit stations;-44
2021-05-05;residential;15
2021-05-07;parks;102
2021-05-09;grocery and pharmacy;-7
2021-05-15;retail and recreation;-42
2021-05-15;workplaces;-18
2021-05-15;residential;6
2021-05-16;parks;48
2021-05-17;grocery and pharmacy;-6
2021-05-17;transit stations;-49
2021-05-17;workplaces;-44
2021-05-20;parks;28
2021-05-20;workplaces;-43
2021-05-21;residential;13
2021-05-22;retail and recreation;-35
2021-05-26;retail and recreation;-28
2021-05-27;parks;146
2021-05-27;residential;11
2021-05-28;transit stations;-39
2021-05-30;parks;155
2021-06-01;grocery and pharmacy;9
2021-06-02;grocery and pharmacy;-1
2021-06-02;workplaces;-50
2021-06-03;retail and recreation;-17
2021-06-06;transit stations;-34
2021-06-06;residential;1
2021-06-07;grocery and pharmacy;0
2021-06-07;residential;12
2021-06-08;workplaces;-39
2021-06-13;grocery and pharmacy;2
2021-06-13;residential;-1
2021-06-15;grocery and pharmacy;5
2021-06-19;workplaces;-8
2021-06-22;residential;12
2021-06-23;residential;11
2021-06-24;retail and recreation;-22
2021-06-24;workplaces;-41
2021-06-25;retail and recreation;-25
2021-06-25;residential;9
2021-06-27;transit stations;-35
2021-06-29;residential;11
2021-06-30;retail and recreation;-26
2021-06-30;transit stations;-49
2021-07-03;residential;3
2021-07-04;residential;2
2021-07-05;transit stations;-47
2021-07-05;residential;13
2021-07-07;workplaces;-43
2021-07-09;grocery and pharmacy;-1
2021-07-10;grocery and pharmacy;-5
2021-07-11;workplaces;-1
2021-07-14;residential;13
2021-07-15;workplaces;-44
2021-07-19;transit stations;-48
2021-07-20;residential;12
2021-07-21;grocery and pharmacy;1
2021-07-22;residential;12
2021-07-23;parks;97
2021-07-24;parks;17
2021-07-24;transit stations;-41
2021-07-26;retail and recreation;-21
2021-07-26;parks;112
2021-07-28;workplaces;-49
2021-07-29;retail and recreation;-18
2021-07-30;parks;30
2021-08-01;grocery and pharmacy;-6
2021-08-03;workplaces;-50
2021-08-06;retail and recreation;-23
2021-08-06;workplaces;-50
2021-08-08;grocery and pharmacy;-8
2021-08-09;retail and recreation;-19
2021-08-10;retail and recreation;-10
2021-08-11;grocery and pharmacy;-4
2021-08-12;transit stations;-52
2021-08-13;parks;51
2021-08-14;retail and recreation;-29
2021-08-14;transit stations;-37
2021-08-17;grocery and pharmacy;-1
2021-08-18;residential;11
2021-08-19;retail and recreation;-17
2021-08-19;residential;11
2021-08-20;retail and recreation;-22
2021-08-20;transit stations;-42
2021-08-25;retail and recreation;-16
2021-08-25;workplaces;-49
2021-08-27;transit stations;-42
2021-08-28;transit stations;-31
2021-08-29;parks;55
2021-08-30;grocery and pharmacy;-15
2021-08-30;residential;14
2021-08-31;residential;12
2021-09-01;grocery and pharmacy;-1
2021-09-01;workplaces;-47
2021-09-02;grocery and pharmacy;-1
2021-09-04;workplaces;-9
2021-09-05;retail and recreation;-16
2021-09-11;residential;0
2021-09-16;retail and recreation;-15
2021-09-16;workplaces;-43
2021-09-17;residential;7
2021-09-18;residential;0
2021-09-20;transit stations;-35
2021-09-21;grocery and pharmacy;3
