count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
803169,2020,1,"South West",144,"Bristol, City of",U,Minor,,,356827,173535,51.45913500,-2.62279460,,,Counted,"Manual count",118,7,320,0,52,2,0,0,0,0,0,2,381
809311,2020,1,"South West",144,"Bristol, City of",U,Minor,,,357367,177056,51.49083300,-2.61544880,,,Estimated,"Estimated using previous year's AADF on this link",178,8,1416,0,147,5,1,0,0,0,0,5,1576
803171,2020,1,"South West",144,"Bristol, City of",U,Minor,,,357523,175371,51.47569500,-2.61299870,,,Estimated,"Estimated using previous year's AADF on this link",38,1,242,0,38,2,0,0,0,0,0,2,283
801248,2020,1,"South West",144,"Bristol, City of",C,Minor,,,360856,170766,51.43453200,-2.56449980,,,Counted,"Manual count",77,126,6176,22,1566,69,10,1,0,0,0,80,7971
809075,2020,1,"South West",144,"Bristol, City of",U,Minor,,,361283,171008,51.43673700,-2.55838400,,,Counted,"Manual count",300,17,608,0,171,7,0,0,0,0,0,7,802
806152,2020,1,"South West",144,"Bristol, City of",C,Minor,,,355820,179327,51.51113200,-2.63801440,,,Counted,"Manual count",173,76,2764,13,817,38,7,5,2,1,6,59,3729
801247,2020,1,"South West",144,"Bristol, City of",C,Minor,,,356929,168026,51.40961100,-2.62065470,,,Estimated,"Estimated using previous year's AADF on this link",101,41,4863,18,1181,77,12,2,0,0,0,90,6193
73296,2020,1,"South West",144,"Bristol, City of",M5,Major,18A,"LA Boundary",354302,179122,51.50916800,-2.65986020,1.40,0.87,Counted,"Dependent on a neighbouring counted link",0,183,54765,27,14193,1766,572,558,381,1017,5485,9780,78947
808442,2020,1,"South West",144,"Bristol, City of",U,Minor,,,361257,169654,51.42456200,-2.55860950,,,Counted,"Manual count",78,22,2071,8,449,7,0,0,0,0,0,7,2557
56375,2019,1,"South West",144,"Bristol, City of",A4044,Major,"A4/B4053 roundabout",A420,359505,172839,51.45307500,-2.58417160,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",631,756,27606,594,6301,515,107,51,79,143,216,1112,36370
56135,2019,1,"South West",144,"Bristol, City of",A4,Major,"Merchants Rd",A38/A4108,358000,172567,51.45052000,-2.60579700,1.60,0.99,Estimated,"Estimated using previous year's AADF on this link",464,252,11934,536,2277,174,60,60,29,17,19,359,15356
26403,2019,1,"South West",144,"Bristol, City of",A38,Major,"St James Barton","Muller Road",359000,175000,51.47246900,-2.59169010,3.60,2.24,Estimated,"Estimated using previous year's AADF on this link",3453,200,9346,449,1630,153,26,12,4,1,3,199,11824
74767,2019,1,"South West",144,"Bristol, City of",M32,Major,A4032,A4230,360050,174140,51.46481200,-2.57647610,0.20,0.12,Estimated,"Estimated from nearby links",0,728,34447,631,4928,350,88,87,36,152,148,861,41595
48459,2019,1,"South West",144,"Bristol, City of",A4,Major,A4044,A370,359517,172349,51.44867100,-2.58394260,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",2001,586,31711,1535,4473,387,89,71,39,122,176,883,39187
70106,2019,1,"South West",144,"Bristol, City of",M5,Major,"M5 (18)","M5 (18A)",353710,178270,51.50146000,-2.66827770,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",0,100,13049,151,3213,522,171,131,65,600,882,2371,18884
58068,2019,1,"South West",144,"Bristol, City of",A38,Major,"Bedminster Rd",A3029,357600,170550,51.43235500,-2.61131060,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",235,243,12514,130,2698,274,41,42,7,29,30,422,16007
70104,2019,1,"South West",144,"Bristol, City of",A4,Major,A403,M5,351770,178500,51.50336500,-2.69625600,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",31,124,9131,87,4343,1385,459,792,354,982,1164,5136,18821
56033,2019,1,"South West",144,"Bristol, City of",M32,Major,A4320,2,360515,174499,51.46807200,-2.56982290,1.30,0.81,Counted,"Manual count",0,1267,65328,804,11182,2033,356,438,177,271,1041,4315,82895
16959,2019,1,"South West",144,"Bristol, City of",A3029,Major,A38,"A3029 Ashton Road/Winterstoke Underpass",357000,170955,51.43595100,-2.61999040,1.60,0.99,Estimated,"Estimated using previous year's AADF on this link",375,331,18830,44,3969,259,67,73,35,112,129,674,23849
48123,2019,1,"South West",144,"Bristol, City of",A4320,Major,A432,A4032/M32,360413,174003,51.46360500,-2.57123550,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",178,476,28950,101,6785,741,120,119,52,230,163,1424,37737
70102,2019,1,"South West",144,"Bristol, City of",M5,Major,"merge of feeder roads",A4,352150,178250,51.50114900,-2.69074770,0.50,0.31,Counted,"Manual count",0,88,15014,20,5856,1433,460,279,367,996,3338,6873,27850
74782,2019,1,"South West",144,"Bristol, City of",A4,Major,"A4 under Bristol Gate",A3029,357000,172370,51.44867300,-2.62016270,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",280,102,5733,74,1253,97,43,33,9,4,4,190,7351
47131,2019,1,"South West",144,"Bristol, City of",A420,Major,B4467,A431,362000,173530,51.45946200,-2.54834120,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",442,271,14522,322,2632,256,68,25,6,20,27,402,18149
73301,2019,1,"South West",144,"Bristol, City of",A370,Major,"LA Boundary","A369/A3029 midpoint",356391,171423,51.44011200,-2.62880870,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",264,464,29420,481,4350,536,109,476,63,115,172,1471,36186
58069,2019,1,"South West",144,"Bristol, City of",A420,Major,A4017,"LA Boundary",364432,173922,51.46314500,-2.51337750,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",224,100,9242,232,2155,123,20,11,3,6,5,169,11899
46408,2019,1,"South West",144,"Bristol, City of",A4044,Major,A38,"A4/B4053 roundabout",359297,172382,51.44895100,-2.58711210,0.40,0.25,Counted,"Manual count",1512,227,6869,591,1117,82,12,8,2,9,7,120,8923
74762,2019,1,"South West",144,"Bristol, City of",A3029,Major,"A369/A370 midpoint","A3029 Winterstoke Road",356657,171486,51.44069900,-2.62498970,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",203,159,8723,210,1566,69,11,31,3,23,16,152,10810
58286,2019,1,"South West",144,"Bristol, City of",A4162,Major,"Canford Rd",A4018,356820,177400,51.49388400,-2.62336910,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",111,45,4901,156,786,18,5,2,1,0,0,27,5915
74760,2019,1,"South West",144,"Bristol, City of",A4,Major,"A4 Eagle Road","A4 Bristol Hill",361660,170880,51.43561200,-2.55294670,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",216,313,12170,190,1947,268,33,31,17,42,41,432,15052
74493,2019,1,"South West",144,"Bristol, City of",A370,Major,A38,A4,359400,171970,51.44525500,-2.58558260,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",482,139,11466,36,3826,218,37,12,6,16,16,305,15772
7841,2019,1,"South West",144,"Bristol, City of",A4174,Major,"Hartcliffe Way roundabout",A37,360000,169470,51.42282000,-2.57666650,3.00,1.86,Estimated,"Estimated using previous year's AADF on this link",202,286,16144,110,3311,342,70,52,13,58,94,629,20479
47676,2019,1,"South West",144,"Bristol, City of",A4018,Major,A4176,A4162,357026,176946,51.48981800,-2.62034660,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",186,156,12684,61,1359,96,11,1,5,3,2,118,14379
27731,2019,1,"South West",144,"Bristol, City of",A4176,Major,A4,A4018,356987,174495,51.46777800,-2.62060900,2.20,1.37,Counted,"Manual count",194,237,15777,85,2105,98,7,9,3,0,0,117,18321
89003,2019,1,"South West",144,"Bristol, City of",A4,Major,A4162,A403,352801,176481,51.48530000,-2.68113250,3.40,2.11,Counted,"Manual count",189,236,18031,214,3226,493,153,417,60,225,243,1592,23299
58285,2019,1,"South West",144,"Bristol, City of",A3029,Major,"A3029 Brunel Lock Road/McAdam Way","A4 midpoint",356840,172360,51.44857100,-2.62246380,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",135,778,46110,459,8031,847,197,414,72,276,332,2139,57516
48663,2019,1,"South West",144,"Bristol, City of",A3029,Major,"A3029 Brunel Way","A3029 Merchants Road",357000,172233,51.44744200,-2.62014600,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",224,40,3735,17,662,45,25,12,2,2,5,90,4544
17817,2019,1,"South West",144,"Bristol, City of",A37,Major,"LA boundary",A4174,361100,169000,51.41867100,-2.56079540,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",123,145,9747,100,2493,267,69,53,43,139,162,734,13218
74781,2019,1,"South West",144,"Bristol, City of",A3029,Major,"A3029 Brunel Lock Road/McAdam Way","A4 Merchants Road",357100,172270,51.44778200,-2.61871170,0.10,0.06,Estimated,"Estimated from nearby links",61,26,1453,36,246,19,5,6,1,2,1,35,1796
74772,2019,1,"South West",144,"Bristol, City of",A38,Major,"A38 St Johns Bridge",A4440,358992,173458,51.45860400,-2.59162590,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",2524,420,13647,1718,2143,167,43,99,26,11,21,367,18295
74780,2019,1,"South West",144,"Bristol, City of",A3029,Major,"A3029 Brunel Way","A3029 Merchants Road",356900,172240,51.44749700,-2.62158580,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",28,38,1868,248,256,14,4,3,0,0,1,23,2433
74495,2019,1,"South West",144,"Bristol, City of",A420,Major,A4044,"A420 split",359700,173180,51.45615500,-2.58140440,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1187,407,13666,942,2703,137,30,34,10,6,7,224,17943
74763,2019,1,"South West",144,"Bristol, City of",A3029,Major,"A369/A370 midpoint","A3029 Winterstoke Road",356652,171534,51.44113000,-2.62506750,0.20,0.12,Counted,"Manual count",17,52,4343,14,1051,61,5,27,3,7,5,110,5570
74765,2019,1,"South West",144,"Bristol, City of",A370,Major,"A3029 Brunel Road",A370,357050,171880,51.44427200,-2.61938370,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",306,297,17655,30,3747,311,76,111,27,52,55,631,22360
28420,2019,1,"South West",144,"Bristol, City of",A432,Major,B4469,A4174,364000,176170,51.48332900,-2.51982550,2.60,1.62,Estimated,"Estimated using previous year's AADF on this link",600,118,8466,115,1246,108,27,3,3,9,10,160,10105
74769,2019,1,"South West",144,"Bristol, City of",A4320,Major,A4032,M32,360188,174340,51.46662000,-2.57451220,0.30,0.19,Estimated,"Estimated from nearby links",0,253,13066,161,2236,407,71,88,35,54,208,863,16579
89002,2019,1,"South West",144,"Bristol, City of",A4,Major,A4162,A403,352192,177789,51.49700800,-2.69008000,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",54,269,15583,202,4198,607,267,358,64,175,179,1650,21903
74761,2019,1,"South West",144,"Bristol, City of",A4,Major,"A4 Bath Road","A4 Bristol Hill",361610,170800,51.43489000,-2.55365730,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",248,308,13442,187,2617,369,55,41,17,63,37,584,17136
81538,2019,1,"South West",144,"Bristol, City of",A3029,Major,A370,A369,356780,171700,51.44263300,-2.62324630,0.90,0.56,Counted,"Manual count",240,879,54245,640,9557,812,158,603,48,132,431,2185,67506
74766,2019,1,"South West",144,"Bristol, City of",A4032,Major,M32,A4320,360036,174159,51.46498100,-2.57667970,0.30,0.19,Estimated,"Estimated from nearby links",4,182,8612,158,1232,88,22,22,9,38,37,215,10399
89207,2019,1,"South West",144,"Bristol, City of",A4174,Major,"B3130 Barrow Lane","LA Boundary",357499,168397,51.41299000,-2.61250450,3.10,1.93,Estimated,"Estimated using previous year's AADF on this link",66,98,9820,94,2042,189,44,88,11,43,61,435,12490
77977,2019,1,"South West",144,"Bristol, City of",A4,Major,A4174,"Emery Rd",362500,170230,51.42982400,-2.54079410,0.60,0.37,Estimated,"Estimated from nearby links",502,620,27788,277,5693,700,106,73,22,100,67,1067,35446
808604,2019,1,"South West",144,"Bristol, City of",U,Minor,,,363274,172817,51.45313500,-2.52993060,,,Counted,"Manual count",9,13,928,0,160,7,0,0,0,0,0,7,1109
809795,2019,1,"South West",144,"Bristol, City of",B4054,Minor,,,352949,177050,51.49042800,-2.67907730,,,Counted,"Manual count",210,99,7429,136,1389,35,6,1,1,0,0,42,9095
74625,2019,1,"South West",144,"Bristol, City of",A38,Major,A3029,"A38 West street",357750,170660,51.43335500,-2.60916620,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",469,270,16128,186,3444,232,54,32,14,36,34,402,20430
809075,2019,1,"South West",144,"Bristol, City of",U,Minor,,,361283,171008,51.43673700,-2.55838400,,,Counted,"Manual count",375,11,787,0,155,6,0,0,0,0,0,6,959
99508,2019,1,"South West",144,"Bristol, City of",A4,Major,A4320,"Eagle Rd",361450,171000,51.43667700,-2.55598070,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",506,481,19679,361,4267,533,78,50,19,101,71,851,25639
99507,2019,1,"South West",144,"Bristol, City of",A4320,Major,A4,A420,360500,173000,51.45459300,-2.56987090,2.30,1.43,Estimated,"Estimated using previous year's AADF on this link",327,331,25528,179,5327,671,145,120,79,189,237,1442,32808
809938,2019,1,"South West",144,"Bristol, City of",U,Minor,,,360208,169206,51.42046100,-2.57364540,,,Counted,"Manual count",33,20,1538,0,282,17,1,0,0,0,0,18,1858
74768,2019,1,"South West",144,"Bristol, City of",M32,Major,3,A4320,360200,174320,51.46644100,-2.57433720,0.20,0.12,Estimated,"Estimated from nearby links",0,1013,52262,643,8945,1626,285,350,141,217,833,3452,66316
808442,2019,1,"South West",144,"Bristol, City of",U,Minor,,,361257,169654,51.42456200,-2.55860950,,,Counted,"Manual count",61,31,2676,0,515,17,0,0,0,0,0,17,3238
809963,2019,1,"South West",144,"Bristol, City of",B3120,Minor,,,358099,171488,51.44082600,-2.60424430,,,Counted,"Manual count",1202,168,7339,91,1481,62,11,6,1,2,1,82,9161
808992,2019,1,"South West",144,"Bristol, City of",U,Minor,,,360248,170961,51.43624300,-2.57326770,,,Counted,"Manual count",67,22,674,0,94,4,3,0,0,0,0,7,797
808322,2019,1,"South West",144,"Bristol, City of",U,Minor,,,359000,176851,51.48911100,-2.59190560,,,Counted,"Manual count",70,15,795,0,109,0,0,0,0,0,0,0,919
806597,2019,1,"South West",144,"Bristol, City of",B4058,Minor,,,361146,175426,51.47645100,-2.56084170,,,Counted,"Manual count",40,48,3942,43,455,32,4,1,1,1,0,38,4525
810117,2019,1,"South West",144,"Bristol, City of",U,Minor,,,364020,176401,51.48540800,-2.51956110,,,Counted,"Manual count",19,0,333,0,61,0,0,0,0,0,0,0,393
99620,2019,1,"South West",144,"Bristol, City of",M5,Major,18,18A,353517,178492,51.50344000,-2.67108730,1.00,0.62,Counted,"Manual count",0,343,66524,205,12098,1378,179,267,368,2733,1775,6700,85870
808623,2019,1,"South West",144,"Bristol, City of",U,Minor,,,356669,175175,51.47386800,-2.62527020,,,Counted,"Manual count",63,1,565,25,54,3,0,0,0,0,0,3,648
808430,2019,1,"South West",144,"Bristol, City of",U,Minor,,,362497,174123,51.46482700,-2.54125110,,,Counted,"Manual count",57,41,3161,3,570,25,1,0,0,0,0,26,3801
809039,2019,1,"South West",144,"Bristol, City of",U,Minor,,,355147,177238,51.49229700,-2.64744520,,,Counted,"Manual count",16,6,482,0,76,5,0,0,0,0,0,5,568
809626,2019,1,"South West",144,"Bristol, City of",U,Minor,,,356697,173676,51.46039200,-2.62468300,,,Counted,"Manual count",3,0,56,0,9,1,0,0,0,0,0,1,67
812106,2019,1,"South West",144,"Bristol, City of",U,Minor,,,352238,179785,51.51495800,-2.68968840,,,Counted,"Manual count",67,55,2564,63,1313,245,163,122,66,320,378,1295,5290
809311,2019,1,"South West",144,"Bristol, City of",U,Minor,,,357367,177056,51.49083300,-2.61544880,,,Counted,"Manual count",131,11,1800,0,170,5,1,0,0,0,0,6,1987
74771,2019,1,"South West",144,"Bristol, City of",A38,Major,"A38 Colston Street roundabout","A38 St Johns Bridge",358690,173200,51.45626200,-2.59594220,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1162,285,11259,2699,1693,190,44,114,11,9,20,389,16325
808247,2019,1,"South West",144,"Bristol, City of",B4055,Minor,,,356421,179354,51.51142200,-2.62935810,,,Counted,"Manual count",175,96,5102,290,812,39,10,31,1,5,5,90,6391
808940,2019,1,"South West",144,"Bristol, City of",B4469,Minor,,,361770,174889,51.47166500,-2.55179900,,,Counted,"Manual count",238,174,11279,3,2459,187,32,26,1,20,15,280,14195
810707,2019,1,"South West",144,"Bristol, City of",U,Minor,,,354666,178664,51.50508000,-2.65455660,,,Counted,"Manual count",190,81,5537,173,762,43,7,6,0,3,0,59,6612
809948,2019,1,"South West",144,"Bristol, City of",U,Minor,,,357521,173926,51.46270300,-2.61285340,,,Counted,"Manual count",215,25,1255,0,239,10,1,0,2,2,1,17,1537
73294,2020,1,"South West",144,"Bristol, City of",A38,Major,"Muller Rd","LA Boundary",359702,177520,51.49517600,-2.58187210,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",1086,185,11772,98,1650,95,15,11,5,9,3,138,13843
73303,2020,1,"South West",144,"Bristol, City of",A38,Major,"LA Boundary","Cemetery roundabout",356220,169305,51.42105600,-2.63100630,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",40,94,6701,101,1507,101,13,49,6,20,22,210,8613
806152,2019,1,"South West",144,"Bristol, City of",C,Minor,,,355820,179327,51.51113200,-2.63801440,,,Estimated,"Estimated using previous year's AADF on this link",181,62,3846,12,831,32,8,8,5,5,10,70,4821
81538,2020,1,"South West",144,"Bristol, City of",A3029,Major,A370,A369,356780,171700,51.44263300,-2.62324630,0.90,0.56,Counted,"Manual count",175,469,35907,657,6929,1111,121,383,138,129,442,2325,46287
74765,2020,1,"South West",144,"Bristol, City of",A370,Major,"A3029 Brunel Road",A370,357033,171884,51.44430600,-2.61962870,0.50,0.31,Counted,"Manual count",320,267,15216,2,4227,296,75,127,12,32,97,639,20352
58068,2020,1,"South West",144,"Bristol, City of",A38,Major,"Bedminster Rd",A3029,357600,170550,51.43235500,-2.61131060,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",269,180,9506,82,2381,240,36,37,6,25,26,371,12519
74760,2020,1,"South West",144,"Bristol, City of",A4,Major,"A4 Eagle Road","A4 Bristol Hill",361660,170880,51.43561200,-2.55294670,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",247,232,9244,120,1718,236,29,28,15,37,36,380,11693
73301,2020,1,"South West",144,"Bristol, City of",A370,Major,"LA Boundary","A369/A3029 midpoint",356391,171423,51.44011200,-2.62880870,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",302,343,22347,304,3839,471,94,426,54,102,150,1297,28130
89003,2020,1,"South West",144,"Bristol, City of",A4,Major,A4162,A403,352801,176481,51.48530000,-2.68113250,3.40,2.11,Estimated,"Estimated using previous year's AADF on this link",217,175,13696,135,2847,433,133,373,52,200,212,1402,18255
73295,2020,1,"South West",144,"Bristol, City of",A4018,Major,A4162,"LA Boundary",357335,178808,51.50658300,-2.61612210,2.60,1.62,Estimated,"Estimated using previous year's AADF on this link",120,105,14594,91,1705,87,18,13,8,10,7,142,16637
74772,2020,1,"South West",144,"Bristol, City of",A38,Major,"A38 St Johns Bridge",A4440,358992,173458,51.45860400,-2.59162590,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",2885,311,10366,1085,1892,147,37,89,22,10,19,323,13976
74768,2020,1,"South West",144,"Bristol, City of",M32,Major,3,A4320,360200,174320,51.46644100,-2.57433720,0.20,0.12,Estimated,"Estimated from nearby links",0,350,41410,411,9185,1122,139,298,87,425,315,2385,53740
70106,2020,1,"South West",144,"Bristol, City of",M5,Major,"M5 (18)","M5 (18A)",353710,178270,51.50146000,-2.66827770,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",0,56,8430,81,2666,458,151,120,59,566,803,2157,13390
70105,2020,1,"South West",144,"Bristol, City of",A4,Major,M5,M5,352140,178000,51.49890100,-2.69085770,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",60,70,5233,35,2424,455,166,198,35,112,95,1061,8823
