,Fuel Type,Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km]
502,Diesel,48.0,22.856265356265357,28.0,47.0
503,Petrol,120.0,9.0,42.0,63.15181518151815
504,Petrol,120.0,9.0,42.0,63.15181518151815
505,Petrol,120.0,9.0,42.0,63.15181518151815
506,Diesel,111.0,22.856265356265357,29.0,63.0
507,Diesel,111.0,22.856265356265357,29.0,63.0
508,Petrol,336.0,26.0,38.0,63.15181518151815
509,Petrol,336.0,26.0,38.0,63.15181518151815
510,Petrol,283.0,20.0,29.0,63.15181518151815
511,Petrol,283.0,20.0,29.0,63.15181518151815
512,Petrol,283.0,20.0,29.0,63.15181518151815
513,Petrol,283.0,20.0,29.0,63.15181518151815
514,Diesel,265.0,22.856265356265357,54.0,129.0
515,Diesel,265.0,22.856265356265357,54.0,129.0
516,Diesel,265.0,22.856265356265357,54.0,129.0
517,Diesel,265.0,22.856265356265357,54.0,129.0
518,Petrol,368.0,50.0,8.0,63.15181518151815
519,Petrol,136.0,18.0,30.0,63.15181518151815
520,Petrol Electric,214.0,27.0,49.0,63.15181518151815
521,Petrol Electric,610.0,47.0,49.0,63.15181518151815
522,Petrol Electric,214.0,27.0,49.0,63.15181518151815
523,Petrol Electric,610.0,46.0,49.0,63.15181518151815
524,Petrol Electric,313.0,37.0,44.0,63.15181518151815
525,Petrol Electric,622.0,53.0,25.0,63.15181518151815
526,Diesel Electric,135.0,22.856265356265357,56.0,90.0
527,Diesel Electric,149.0,22.856265356265357,27.0,58.0
528,Diesel Electric,149.0,22.856265356265357,27.0,58.0
529,Diesel Electric,149.0,22.856265356265357,27.0,58.0
530,Petrol Electric,313.0,37.0,44.0,63.15181518151815
531,Petrol Electric,622.0,53.0,25.0,63.15181518151815
532,Petrol Electric,214.0,27.0,49.0,63.15181518151815
533,Petrol Electric,610.0,46.0,49.0,63.15181518151815
534,Petrol Electric,610.0,46.0,49.0,63.15181518151815
535,Petrol Electric,610.0,46.0,49.0,63.15181518151815
536,Diesel Electric,149.0,22.856265356265357,27.0,58.0
537,Petrol,174.0,17.0,24.0,63.15181518151815
538,Petrol,174.0,17.0,24.0,63.15181518151815
539,Petrol,63.0,8.0,23.0,63.15181518151815
540,Electricity,0.0,22.856265356265357,30.473094170403588,63.15181518151815
541,Petrol Electric,160.0,23.0,3.0,63.15181518151815
542,Petrol Electric,160.0,23.0,3.0,63.15181518151815
543,Petrol Electric,223.0,25.0,22.0,63.15181518151815
544,Petrol Electric,223.0,25.0,22.0,63.15181518151815
545,Petrol Electric,223.0,25.0,22.0,63.15181518151815
546,Petrol,129.0,17.0,31.0,63.15181518151815
547,Petrol Electric,94.0,14.0,3.0,63.15181518151815
548,Electricity,0.0,22.856265356265357,30.473094170403588,63.15181518151815
549,Electricity,0.0,22.856265356265357,30.473094170403588,63.15181518151815
550,Electricity,0.0,22.856265356265357,30.473094170403588,63.15181518151815
551,Electricity,0.0,22.856265356265357,30.473094170403588,63.15181518151815
552,Electricity,0.0,22.856265356265357,30.473094170403588,63.15181518151815
553,Electricity,0.0,22.856265356265357,30.473094170403588,63.15181518151815
554,Electricity,0.0,22.856265356265357,30.473094170403588,63.15181518151815
555,Petrol,263.0,21.0,18.0,63.15181518151815
556,Petrol Electric,129.0,11.0,28.0,63.15181518151815
557,Petrol,263.0,21.0,18.0,63.15181518151815
558,Petrol Electric,193.0,22.0,27.0,63.15181518151815
559,Petrol Electric,418.0,43.0,32.0,63.15181518151815
560,Petrol Electric,129.0,11.0,28.0,63.15181518151815
561,Petrol,263.0,21.0,18.0,63.15181518151815
562,Petrol Electric,193.0,22.0,27.0,63.15181518151815
563,Petrol Electric,418.0,43.0,32.0,63.15181518151815
564,Petrol Electric,298.0,27.0,43.0,63.15181518151815
565,Petrol,263.0,21.0,18.0,63.15181518151815
566,Petrol Electric,418.0,43.0,32.0,63.15181518151815
567,Petrol Electric,129.0,11.0,28.0,63.15181518151815
568,Petrol,263.0,21.0,18.0,63.15181518151815
569,Petrol Electric,129.0,11.0,28.0,63.15181518151815
570,Petrol Electric,298.0,27.0,43.0,63.15181518151815
571,Petrol Electric,418.0,43.0,32.0,63.15181518151815
572,Petrol Electric,125.0,13.0,10.0,63.15181518151815
573,Petrol Electric,125.0,13.0,10.0,63.15181518151815
574,Petrol Electric,109.0,11.0,15.0,63.15181518151815
575,Petrol Electric,109.0,11.0,15.0,63.15181518151815
576,Diesel,137.0,25.0,67.0,89.0
577,Diesel,137.0,25.0,67.0,89.0
578,Diesel,61.0,12.0,42.0,54.0
579,Diesel,61.0,12.0,42.0,54.0
580,Diesel,73.0,12.0,33.0,45.0
581,Diesel,73.0,12.0,33.0,45.0
582,Diesel,71.0,23.0,57.0,81.0
583,Diesel,71.0,23.0,57.0,81.0
584,Petrol,370.0,5.0,12.0,63.15181518151815
585,Petrol,370.0,5.0,12.0,63.15181518151815
586,Petrol,456.0,6.0,10.0,63.15181518151815
587,Petrol,456.0,6.0,10.0,63.15181518151815
588,Diesel,94.0,16.0,53.0,64.0
589,Diesel,94.0,16.0,53.0,64.0
590,Petrol,430.0,7.0,7.0,63.15181518151815
591,Petrol,430.0,7.0,7.0,63.15181518151815
592,Petrol,430.0,7.0,7.0,63.15181518151815
593,Petrol,430.0,7.0,7.0,63.15181518151815
594,Petrol,233.0,11.0,12.0,63.15181518151815
595,Petrol,233.0,11.0,12.0,63.15181518151815
596,Petrol,233.0,11.0,12.0,63.15181518151815
597,Petrol,233.0,11.0,12.0,63.15181518151815
598,Petrol,207.0,15.0,15.0,63.15181518151815
599,Petrol,207.0,15.0,15.0,63.15181518151815
600,Petrol,207.0,15.0,15.0,63.15181518151815
601,Petrol,207.0,15.0,15.0,63.15181518151815
602,Petrol,242.0,13.0,10.0,63.15181518151815
603,Petrol,242.0,13.0,10.0,63.15181518151815
604,Petrol,242.0,13.0,10.0,63.15181518151815
605,Petrol,242.0,13.0,10.0,63.15181518151815
606,Petrol,276.0,10.0,9.0,63.15181518151815
607,Petrol,276.0,10.0,9.0,63.15181518151815
608,Petrol,276.0,10.0,9.0,63.15181518151815
609,Petrol,276.0,10.0,9.0,63.15181518151815
610,Petrol,233.0,11.0,20.0,63.15181518151815
611,Petrol,233.0,11.0,20.0,63.15181518151815
612,Petrol,233.0,11.0,20.0,63.15181518151815
613,Petrol,233.0,11.0,20.0,63.15181518151815
614,Petrol,341.0,16.0,17.0,63.15181518151815
615,Petrol,341.0,16.0,17.0,63.15181518151815
616,Petrol,341.0,16.0,17.0,63.15181518151815
617,Petrol,341.0,16.0,17.0,63.15181518151815
618,Petrol,341.0,16.0,17.0,63.15181518151815
619,Petrol,341.0,16.0,17.0,63.15181518151815
620,Diesel,64.0,10.0,30.0,40.0
621,Diesel,64.0,10.0,30.0,40.0
622,Diesel,78.0,10.0,28.0,38.0
623,Diesel,78.0,10.0,28.0,38.0
624,Petrol,592.0,11.0,28.0,63.15181518151815
625,Petrol,592.0,11.0,28.0,63.15181518151815
626,Petrol,396.0,6.0,56.0,63.15181518151815
627,Petrol,396.0,6.0,56.0,63.15181518151815
628,Diesel,79.0,21.0,41.0,61.0
629,Diesel,79.0,21.0,41.0,61.0
630,Diesel,68.0,20.0,58.0,78.0
631,Diesel,68.0,20.0,58.0,78.0
632,Diesel,64.0,10.0,30.0,40.0
633,Diesel,64.0,10.0,30.0,40.0
634,Diesel,50.0,12.0,52.0,65.0
635,Diesel,50.0,12.0,52.0,65.0
636,Diesel,129.0,11.0,45.0,56.0
637,Diesel,129.0,11.0,45.0,56.0
638,Diesel,100.0,35.0,40.0,75.0
639,Diesel,100.0,35.0,40.0,75.0
640,Petrol,592.0,11.0,28.0,63.15181518151815
641,Petrol,592.0,11.0,28.0,63.15181518151815
642,Petrol,396.0,6.0,56.0,63.15181518151815
643,Petrol,396.0,6.0,56.0,63.15181518151815
644,Diesel,77.0,11.0,58.0,69.0
645,Diesel,77.0,11.0,58.0,69.0
646,Petrol,592.0,11.0,28.0,63.15181518151815
647,Petrol,396.0,6.0,56.0,63.15181518151815
648,Petrol,396.0,6.0,56.0,63.15181518151815
649,Diesel,77.0,11.0,58.0,69.0
650,Diesel,77.0,11.0,58.0,69.0
651,Diesel,79.0,21.0,41.0,61.0
652,Diesel,79.0,21.0,41.0,61.0
653,Diesel,92.0,11.0,40.0,51.0
654,Diesel,92.0,11.0,40.0,51.0
655,Diesel,64.0,10.0,30.0,40.0
656,Diesel,64.0,10.0,30.0,40.0
657,Diesel,50.0,12.0,52.0,65.0
658,Diesel,50.0,12.0,52.0,65.0
659,Diesel,100.0,35.0,40.0,75.0
660,Diesel,100.0,35.0,40.0,75.0
661,Petrol,592.0,11.0,28.0,63.15181518151815
662,Diesel,153.0,22.856265356265357,57.0,105.0
663,Diesel,153.0,22.856265356265357,57.0,105.0
664,Petrol,161.0,18.0,14.0,63.15181518151815
665,Petrol,161.0,18.0,14.0,63.15181518151815
666,Petrol,353.0,27.0,25.0,63.15181518151815
667,Petrol,353.0,27.0,25.0,63.15181518151815
668,Petrol,585.0,28.0,10.0,63.15181518151815
669,Petrol,333.0,29.0,27.0,63.15181518151815
670,Petrol,333.0,29.0,27.0,63.15181518151815
671,Diesel,132.0,22.856265356265357,38.0,84.0
672,Diesel,132.0,22.856265356265357,38.0,84.0
673,Diesel,285.0,22.856265356265357,33.0,68.0
674,Petrol,353.0,27.0,25.0,63.15181518151815
675,Petrol,187.0,25.0,42.0,63.15181518151815
676,Petrol,187.0,25.0,42.0,63.15181518151815
677,Diesel,285.0,22.856265356265357,33.0,68.0
678,Diesel,237.0,22.856265356265357,21.0,63.0
679,Electricity,0.0,22.856265356265357,30.473094170403588,63.15181518151815
680,Electricity,0.0,22.856265356265357,30.473094170403588,63.15181518151815
681,Electricity,308.9894625922023,22.856265356265357,30.473094170403588,63.15181518151815
682,Petrol,359.0,18.0,8.0,63.15181518151815
683,Petrol,585.0,28.0,10.0,63.15181518151815
684,Petrol,353.0,27.0,25.0,63.15181518151815
685,Petrol,327.0,38.0,14.0,63.15181518151815
686,Petrol,110.0,18.0,30.0,63.15181518151815
687,Petrol,144.0,23.0,27.0,63.15181518151815
688,Petrol,327.0,38.0,14.0,63.15181518151815
689,Petrol,74.0,22.0,27.0,63.15181518151815
690,Petrol,112.0,22.0,25.0,63.15181518151815
691,Petrol,112.0,22.0,25.0,63.15181518151815
692,Petrol,74.0,22.0,27.0,63.15181518151815
693,Petrol Electric,98.0,12.0,8.0,63.15181518151815
694,Petrol Electric,98.0,12.0,8.0,63.15181518151815
695,Petrol Electric,98.0,12.0,8.0,63.15181518151815
696,Diesel,38.0,22.856265356265357,51.0,87.0
697,Diesel,38.0,22.856265356265357,51.0,87.0
698,Petrol Electric,98.0,12.0,8.0,63.15181518151815
699,Petrol Electric,98.0,12.0,8.0,63.15181518151815
700,Electricity,0.0,22.856265356265357,30.473094170403588,63.15181518151815
701,Electricity,0.0,22.856265356265357,30.473094170403588,63.15181518151815
702,Diesel,130.0,22.856265356265357,14.0,63.15181518151815
703,Diesel,120.0,22.856265356265357,25.0,63.15181518151815
704,Diesel,130.0,22.856265356265357,14.0,63.15181518151815
705,Petrol,569.0,43.0,28.0,63.15181518151815
706,Diesel,315.0,22.856265356265357,28.0,74.0
707,Petrol,569.0,43.0,28.0,63.15181518151815
708,Petrol,387.0,26.0,24.0,63.15181518151815
709,Diesel,71.0,25.0,54.0,78.0
710,Petrol,655.0,21.0,20.0,63.15181518151815
711,Petrol,655.0,21.0,20.0,63.15181518151815
712,Petrol,655.0,21.0,20.0,63.15181518151815
713,Petrol,655.0,21.0,20.0,63.15181518151815
714,Petrol,655.0,21.0,20.0,63.15181518151815
715,Petrol,655.0,21.0,20.0,63.15181518151815
716,Petrol,655.0,21.0,20.0,63.15181518151815
717,Petrol,655.0,21.0,20.0,63.15181518151815
718,Petrol,655.0,21.0,20.0,63.15181518151815
719,Petrol,655.0,21.0,20.0,63.15181518151815
720,Petrol,655.0,21.0,20.0,63.15181518151815
721,Petrol,655.0,21.0,20.0,63.15181518151815
722,Diesel,71.0,25.0,54.0,78.0
723,Petrol,655.0,21.0,20.0,63.15181518151815
724,Petrol,655.0,21.0,20.0,63.15181518151815
725,Petrol,655.0,21.0,20.0,63.15181518151815
726,Petrol,655.0,21.0,20.0,63.15181518151815
727,Petrol,655.0,21.0,20.0,63.15181518151815
728,Petrol,434.0,11.0,15.0,63.15181518151815
729,Petrol,434.0,11.0,15.0,63.15181518151815
730,Petrol,434.0,11.0,15.0,63.15181518151815
731,Petrol,434.0,11.0,15.0,63.15181518151815
732,Petrol,434.0,11.0,15.0,63.15181518151815
733,Petrol,434.0,11.0,15.0,63.15181518151815
734,Petrol,434.0,11.0,15.0,63.15181518151815
735,Petrol,434.0,11.0,15.0,63.15181518151815
736,Petrol,434.0,11.0,15.0,63.15181518151815
737,Petrol,655.0,21.0,20.0,63.15181518151815
738,Petrol,655.0,21.0,20.0,63.15181518151815
739,Petrol,434.0,11.0,15.0,63.15181518151815
740,Petrol,434.0,11.0,15.0,63.15181518151815
741,Petrol,434.0,11.0,15.0,63.15181518151815
742,Petrol,434.0,11.0,15.0,63.15181518151815
743,Petrol,434.0,11.0,15.0,63.15181518151815
744,Petrol,434.0,11.0,15.0,63.15181518151815
745,Petrol,434.0,11.0,15.0,63.15181518151815
746,Petrol,434.0,11.0,15.0,63.15181518151815
747,Petrol,434.0,11.0,15.0,63.15181518151815
748,Petrol,434.0,11.0,15.0,63.15181518151815
749,Petrol,434.0,11.0,15.0,63.15181518151815
750,Diesel,71.0,25.0,54.0,78.0
751,Diesel,71.0,25.0,54.0,78.0
752,Diesel,71.0,25.0,54.0,78.0
753,Diesel,71.0,25.0,54.0,78.0
754,Diesel,71.0,25.0,54.0,78.0
755,Diesel,71.0,25.0,54.0,78.0
756,Diesel,71.0,25.0,54.0,78.0
757,Diesel,71.0,25.0,54.0,78.0
758,Diesel,71.0,25.0,54.0,78.0
759,Diesel,71.0,25.0,54.0,78.0
760,Diesel,71.0,25.0,54.0,78.0
761,Diesel,71.0,25.0,54.0,78.0
762,Diesel,71.0,25.0,54.0,78.0
763,Diesel,71.0,25.0,54.0,78.0
764,Diesel,71.0,25.0,54.0,78.0
765,Diesel,71.0,25.0,54.0,78.0
766,Diesel,71.0,25.0,54.0,78.0
767,Diesel,71.0,25.0,54.0,78.0
768,Diesel,71.0,25.0,54.0,78.0
769,Diesel,71.0,25.0,54.0,78.0
770,Diesel,71.0,25.0,54.0,78.0
771,Diesel,71.0,25.0,54.0,78.0
772,Diesel,71.0,25.0,54.0,78.0
773,Diesel,71.0,25.0,54.0,78.0
774,Diesel,71.0,25.0,54.0,78.0
775,Petrol,655.0,21.0,20.0,63.15181518151815
776,Diesel,71.0,25.0,54.0,78.0
777,Diesel,71.0,25.0,54.0,78.0
778,Diesel,71.0,25.0,54.0,78.0
779,Diesel,71.0,25.0,54.0,78.0
780,Diesel,71.0,25.0,54.0,78.0
781,Diesel,71.0,25.0,54.0,78.0
782,Diesel,71.0,25.0,54.0,78.0
783,Diesel,71.0,25.0,54.0,78.0
784,Diesel,71.0,25.0,54.0,78.0
785,Diesel,71.0,25.0,54.0,78.0
786,Diesel,71.0,25.0,54.0,78.0
787,Diesel,71.0,25.0,54.0,78.0
788,Diesel,71.0,25.0,54.0,78.0
789,Diesel,112.0,6.0,48.0,54.0
790,Diesel,112.0,6.0,48.0,54.0
791,Diesel,112.0,6.0,48.0,54.0
792,Diesel,112.0,6.0,48.0,54.0
793,Diesel,193.0,8.0,64.0,72.0
794,Diesel,193.0,8.0,64.0,72.0
795,Diesel,193.0,8.0,64.0,72.0
796,Diesel,193.0,8.0,64.0,72.0
797,Diesel,127.0,7.0,59.0,65.0
798,Diesel,127.0,7.0,59.0,65.0
799,Diesel,127.0,7.0,59.0,65.0
800,Diesel,127.0,7.0,59.0,65.0
801,Petrol,389.0,8.0,15.0,63.15181518151815
802,Petrol,389.0,8.0,15.0,63.15181518151815
803,Petrol,389.0,8.0,15.0,63.15181518151815
804,Petrol,389.0,8.0,15.0,63.15181518151815
805,Diesel,105.0,7.0,42.0,49.0
806,Diesel,105.0,7.0,42.0,49.0
807,Diesel,105.0,7.0,42.0,49.0
808,Diesel,105.0,7.0,42.0,49.0
809,Petrol,389.0,8.0,15.0,63.15181518151815
810,Petrol,389.0,8.0,15.0,63.15181518151815
811,Petrol,389.0,8.0,15.0,63.15181518151815
812,Petrol,389.0,8.0,15.0,63.15181518151815
813,Diesel,64.0,32.0,50.0,82.0
814,Diesel,64.0,32.0,50.0,82.0
815,Diesel,64.0,32.0,50.0,82.0
816,Diesel,64.0,32.0,50.0,82.0
817,Petrol,543.0,8.0,9.0,63.15181518151815
818,Petrol,543.0,8.0,9.0,63.15181518151815
819,Petrol,543.0,8.0,9.0,63.15181518151815
820,Petrol,543.0,8.0,9.0,63.15181518151815
821,Diesel,77.0,10.0,64.0,74.0
822,Diesel,77.0,10.0,64.0,74.0
823,Diesel,77.0,10.0,64.0,74.0
824,Diesel,77.0,10.0,64.0,74.0
825,Diesel,49.0,7.0,54.0,61.0
826,Diesel,49.0,7.0,54.0,61.0
827,Diesel,192.0,6.0,70.0,77.0
828,Diesel,192.0,6.0,70.0,77.0
829,Diesel,169.0,7.0,57.0,64.0
830,Diesel,169.0,7.0,57.0,64.0
831,Diesel,49.0,7.0,64.0,72.0
832,Diesel,49.0,7.0,64.0,72.0
833,Diesel,137.0,6.0,69.0,75.0
834,Diesel,137.0,6.0,69.0,75.0
835,Petrol,554.0,7.0,13.0,63.15181518151815
836,Petrol,554.0,7.0,13.0,63.15181518151815
837,Diesel,88.0,13.0,68.0,80.0
838,Diesel,88.0,13.0,68.0,80.0
839,Petrol,379.0,6.0,20.0,63.15181518151815
840,Petrol,379.0,6.0,20.0,63.15181518151815
841,Petrol,326.0,12.0,31.0,63.15181518151815
842,Petrol,326.0,12.0,31.0,63.15181518151815
843,Diesel,81.0,6.0,72.0,78.0
844,Petrol,476.0,20.0,16.0,63.15181518151815
845,Diesel,46.0,4.0,44.0,48.0
846,Diesel,46.0,4.0,44.0,48.0
847,Diesel,139.0,6.0,65.0,70.0
848,Diesel,139.0,6.0,65.0,70.0
849,Diesel,81.0,6.0,72.0,78.0
850,Diesel,82.0,8.0,46.0,54.0
851,Diesel,82.0,8.0,46.0,54.0
852,Petrol,476.0,20.0,16.0,63.15181518151815
853,Petrol,455.0,16.0,9.0,63.15181518151815
854,Petrol,455.0,16.0,9.0,63.15181518151815
855,Petrol,325.0,14.0,7.0,63.15181518151815
856,Petrol,325.0,14.0,7.0,63.15181518151815
857,Diesel,46.0,4.0,44.0,48.0
858,Diesel,46.0,4.0,44.0,48.0
859,Diesel,139.0,6.0,65.0,70.0
860,Diesel,139.0,6.0,65.0,70.0
861,Diesel,81.0,6.0,72.0,78.0
862,Diesel,81.0,6.0,72.0,78.0
863,Diesel,82.0,8.0,46.0,54.0
864,Diesel,82.0,8.0,46.0,54.0
865,Petrol,476.0,20.0,16.0,63.15181518151815
866,Petrol,476.0,20.0,16.0,63.15181518151815
867,Petrol,455.0,16.0,9.0,63.15181518151815
868,Petrol,455.0,16.0,9.0,63.15181518151815
869,Petrol,325.0,14.0,7.0,63.15181518151815
870,Petrol,325.0,14.0,7.0,63.15181518151815
871,Diesel,112.0,6.0,48.0,54.0
872,Diesel,112.0,6.0,48.0,54.0
873,Diesel,112.0,6.0,48.0,54.0
874,Diesel,112.0,6.0,48.0,54.0
875,Diesel,127.0,7.0,59.0,65.0
876,Diesel,127.0,7.0,59.0,65.0
877,Diesel,127.0,7.0,59.0,65.0
878,Diesel,127.0,7.0,59.0,65.0
879,Petrol,389.0,8.0,15.0,63.15181518151815
880,Petrol,389.0,8.0,15.0,63.15181518151815
881,Petrol,389.0,8.0,15.0,63.15181518151815
882,Petrol,389.0,8.0,15.0,63.15181518151815
883,Diesel,105.0,7.0,42.0,49.0
884,Diesel,105.0,7.0,42.0,49.0
885,Diesel,105.0,7.0,42.0,49.0
886,Diesel,105.0,7.0,42.0,49.0
887,Petrol,389.0,8.0,15.0,63.15181518151815
888,Petrol,389.0,8.0,15.0,63.15181518151815
889,Petrol,389.0,8.0,15.0,63.15181518151815
890,Petrol,389.0,8.0,15.0,63.15181518151815
891,Petrol,277.0,13.0,11.0,63.15181518151815
892,Petrol,277.0,13.0,11.0,63.15181518151815
893,Petrol,277.0,13.0,11.0,63.15181518151815
894,Petrol,277.0,13.0,11.0,63.15181518151815
895,Petrol,543.0,8.0,9.0,63.15181518151815
896,Petrol,543.0,8.0,9.0,63.15181518151815
897,Petrol,543.0,8.0,9.0,63.15181518151815
898,Petrol,543.0,8.0,9.0,63.15181518151815
899,Petrol,543.0,8.0,9.0,63.15181518151815
900,Petrol,543.0,8.0,9.0,63.15181518151815
901,Petrol,543.0,8.0,9.0,63.15181518151815
902,Petrol,543.0,8.0,9.0,63.15181518151815
903,Petrol,138.0,10.0,25.0,63.15181518151815
904,Petrol,138.0,10.0,25.0,63.15181518151815
905,Petrol,138.0,10.0,25.0,63.15181518151815
906,Petrol,138.0,10.0,25.0,63.15181518151815
907,Petrol,138.0,10.0,25.0,63.15181518151815
908,Petrol,138.0,10.0,25.0,63.15181518151815
909,Petrol,138.0,10.0,25.0,63.15181518151815
910,Petrol,138.0,10.0,25.0,63.15181518151815
911,Diesel,77.0,10.0,64.0,74.0
912,Diesel,77.0,10.0,64.0,74.0
913,Diesel,77.0,10.0,64.0,74.0
914,Diesel,77.0,10.0,64.0,74.0
915,Diesel,77.0,10.0,64.0,74.0
916,Diesel,77.0,10.0,64.0,74.0
917,Diesel,77.0,10.0,64.0,74.0
918,Diesel,77.0,10.0,64.0,74.0
919,Diesel,77.0,10.0,64.0,74.0
920,Diesel,77.0,10.0,64.0,74.0
921,Diesel,77.0,10.0,64.0,74.0
922,Diesel,77.0,10.0,64.0,74.0
923,Diesel,92.0,10.0,60.0,69.0
924,Diesel,92.0,10.0,60.0,69.0
925,Diesel,92.0,10.0,60.0,69.0
926,Diesel,92.0,10.0,60.0,69.0
927,Diesel,77.0,10.0,64.0,74.0
928,Diesel,77.0,10.0,64.0,74.0
929,Diesel,77.0,10.0,64.0,74.0
930,Diesel,77.0,10.0,64.0,74.0
931,Diesel,92.0,10.0,60.0,69.0
932,Diesel,92.0,10.0,60.0,69.0
933,Diesel,92.0,10.0,60.0,69.0
934,Diesel,92.0,10.0,60.0,69.0
935,Diesel,128.0,27.0,55.0,81.0
936,Diesel,128.0,27.0,55.0,81.0
937,Diesel,128.0,27.0,55.0,81.0
938,Diesel,128.0,27.0,55.0,81.0
939,Petrol,398.0,19.0,10.0,63.15181518151815
940,Petrol,398.0,19.0,10.0,63.15181518151815
941,Petrol,398.0,19.0,10.0,63.15181518151815
942,Petrol,398.0,19.0,10.0,63.15181518151815
943,Petrol,398.0,19.0,10.0,63.15181518151815
944,Petrol,398.0,19.0,10.0,63.15181518151815
945,Petrol,398.0,19.0,10.0,63.15181518151815
946,Petrol,398.0,19.0,10.0,63.15181518151815
947,Petrol,264.0,13.0,13.0,63.15181518151815
948,Petrol,264.0,13.0,13.0,63.15181518151815
949,Petrol,138.0,10.0,25.0,63.15181518151815
950,Petrol,138.0,10.0,25.0,63.15181518151815
951,Petrol,138.0,10.0,25.0,63.15181518151815
952,Petrol,138.0,10.0,25.0,63.15181518151815
953,Diesel,77.0,10.0,64.0,74.0
954,Diesel,77.0,10.0,64.0,74.0
955,Diesel,77.0,10.0,64.0,74.0
956,Diesel,77.0,10.0,64.0,74.0
957,Diesel,77.0,10.0,64.0,74.0
958,Diesel,77.0,10.0,64.0,74.0
959,Diesel,77.0,10.0,64.0,74.0
960,Diesel,77.0,10.0,64.0,74.0
961,Diesel,128.0,27.0,55.0,81.0
962,Diesel,128.0,27.0,55.0,81.0
963,Diesel,128.0,27.0,55.0,81.0
964,Petrol,398.0,19.0,10.0,63.15181518151815
965,Petrol,398.0,19.0,10.0,63.15181518151815
966,Petrol,398.0,19.0,10.0,63.15181518151815
967,Petrol,398.0,19.0,10.0,63.15181518151815
968,Petrol,398.0,19.0,10.0,63.15181518151815
969,Petrol,398.0,19.0,10.0,63.15181518151815
970,Petrol,398.0,19.0,10.0,63.15181518151815
971,Petrol,409.0,16.0,7.0,63.15181518151815
972,Petrol,409.0,16.0,7.0,63.15181518151815
973,Diesel,61.0,12.0,42.0,54.0
974,Diesel,61.0,12.0,42.0,54.0
975,Diesel,71.0,23.0,57.0,81.0
976,Diesel,71.0,23.0,57.0,81.0
977,Petrol,370.0,5.0,12.0,63.15181518151815
978,Petrol,370.0,5.0,12.0,63.15181518151815
979,Petrol,456.0,6.0,10.0,63.15181518151815
980,Petrol,456.0,6.0,10.0,63.15181518151815
981,Diesel,94.0,16.0,53.0,64.0
982,Diesel,94.0,16.0,53.0,64.0
983,Diesel,94.0,16.0,53.0,64.0
984,Diesel,94.0,16.0,53.0,64.0
985,Diesel,77.0,22.856265356265357,63.0,92.0
986,Diesel,77.0,22.856265356265357,63.0,92.0
987,Diesel,77.0,22.856265356265357,63.0,92.0
988,Petrol,329.0,37.0,32.0,63.15181518151815
989,Diesel,118.0,22.856265356265357,70.0,102.0
990,Diesel,118.0,22.856265356265357,70.0,102.0
991,Petrol,409.0,41.0,31.0,63.15181518151815
992,Diesel,78.0,22.856265356265357,43.0,51.0
993,Petrol,193.0,36.0,8.0,63.15181518151815
994,Petrol,193.0,36.0,8.0,63.15181518151815
995,Petrol,193.0,36.0,8.0,63.15181518151815
996,Petrol,215.0,28.0,10.0,63.15181518151815
997,Petrol,194.0,18.0,11.0,63.15181518151815
998,Petrol,215.0,28.0,10.0,63.15181518151815
999,Petrol,194.0,18.0,11.0,63.15181518151815
1000,Petrol,145.0,21.0,12.0,63.15181518151815
1001,Petrol,145.0,21.0,12.0,63.15181518151815
1002,Electricity,0.0,22.856265356265357,30.473094170403588,63.15181518151815
1003,Electricity,0.0,22.856265356265357,30.473094170403588,63.15181518151815
1004,Electricity,0.0,22.856265356265357,30.473094170403588,63.15181518151815
1005,Electricity,0.0,22.856265356265357,30.473094170403588,63.15181518151815
1006,Electricity,0.0,22.856265356265357,30.473094170403588,63.15181518151815
1007,Electricity,0.0,22.856265356265357,30.473094170403588,63.15181518151815
1008,Petrol,116.0,25.0,16.0,63.15181518151815
1009,Petrol,114.0,22.0,15.0,63.15181518151815
1010,Petrol,116.0,25.0,16.0,63.15181518151815
1011,Petrol,114.0,22.0,15.0,63.15181518151815
1012,Electricity,0.0,22.856265356265357,30.473094170403588,63.15181518151815
