,Fuel Type,Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km]
5411,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5412,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5413,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5414,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5415,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5416,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5417,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5418,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5419,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5420,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5421,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5422,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5423,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5424,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5425,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5426,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5427,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5428,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5429,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5430,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5431,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5432,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5433,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5434,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5435,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5436,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5437,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5438,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5439,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5440,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5441,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5442,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5443,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5444,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5445,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5446,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5447,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5448,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5449,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5450,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5451,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5452,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5453,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5454,Petrol Electric,191.0,20.0,5.0,35.83783783783784
5455,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5456,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5457,Petrol Electric,70.0,11.0,4.0,35.83783783783784
5458,Petrol,105.0,12.0,3.0,35.83783783783784
5459,Petrol Electric,105.0,12.0,3.0,35.83783783783784
5460,Petrol,105.0,12.0,3.0,35.83783783783784
5461,Petrol Electric,105.0,12.0,3.0,35.83783783783784
5462,Petrol Electric,105.0,12.0,3.0,35.83783783783784
5463,Petrol Electric,105.0,12.0,3.0,35.83783783783784
5464,Petrol,105.0,12.0,3.0,35.83783783783784
5465,Petrol Electric,105.0,12.0,3.0,35.83783783783784
5466,Petrol Electric,105.0,12.0,3.0,35.83783783783784
5467,Petrol,105.0,12.0,3.0,35.83783783783784
5468,Petrol Electric,105.0,12.0,3.0,35.83783783783784
5469,Petrol Electric,105.0,12.0,3.0,35.83783783783784
5470,Petrol Electric,105.0,12.0,3.0,35.83783783783784
5471,Petrol Electric,105.0,12.0,3.0,35.83783783783784
5472,Petrol,105.0,12.0,3.0,35.83783783783784
5473,Petrol,105.0,12.0,3.0,35.83783783783784
5474,Petrol,105.0,12.0,3.0,35.83783783783784
5475,Petrol,105.0,12.0,3.0,35.83783783783784
5476,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5477,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5478,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5479,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5480,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5481,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5482,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5483,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5484,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5485,Petrol Electric,105.0,16.0,2.0,35.83783783783784
5486,Petrol Electric,125.0,16.0,2.0,35.83783783783784
5487,Petrol Electric,105.0,16.0,2.0,35.83783783783784
5488,Petrol Electric,105.0,16.0,2.0,35.83783783783784
5489,Petrol Electric,125.0,16.0,2.0,35.83783783783784
5490,Petrol,268.0,20.0,25.0,35.83783783783784
5491,Petrol,268.0,20.0,25.0,35.83783783783784
5492,Petrol,268.0,20.0,25.0,35.83783783783784
5493,Petrol,268.0,20.0,25.0,35.83783783783784
5494,Petrol Electric,105.0,12.0,3.0,35.83783783783784
5495,Petrol Electric,105.0,12.0,3.0,35.83783783783784
5496,Petrol Electric,105.0,12.0,3.0,35.83783783783784
5497,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5498,Petrol Electric,105.0,12.0,3.0,35.83783783783784
5499,Petrol Electric,105.0,12.0,3.0,35.83783783783784
5500,Petrol Electric,105.0,12.0,3.0,35.83783783783784
5501,Petrol Electric,105.0,12.0,3.0,35.83783783783784
5502,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5503,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5504,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5505,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5506,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5507,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5508,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5509,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5510,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5511,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5512,Petrol Electric,211.0,21.0,4.0,35.83783783783784
5513,Petrol,213.0,22.0,19.0,35.83783783783784
5514,Petrol,213.0,22.0,19.0,35.83783783783784
5515,Petrol,213.0,22.0,19.0,35.83783783783784
5516,Petrol,349.0,16.0,8.0,35.83783783783784
5517,Petrol,349.0,16.0,8.0,35.83783783783784
5518,Petrol,349.0,16.0,8.0,35.83783783783784
5519,Petrol,438.0,18.0,23.0,35.83783783783784
5520,Petrol,438.0,18.0,23.0,35.83783783783784
5521,Petrol,438.0,18.0,23.0,35.83783783783784
5522,Diesel,29.0,15.353407290015848,33.0,34.0
5523,Diesel,29.0,15.353407290015848,33.0,34.0
5524,Diesel,29.0,15.353407290015848,33.0,34.0
5525,Diesel,29.0,15.353407290015848,33.0,34.0
5526,Diesel,29.0,15.353407290015848,33.0,34.0
5527,Diesel,29.0,15.353407290015848,33.0,34.0
5528,Diesel,29.0,15.353407290015848,33.0,34.0
5529,Diesel,33.0,15.353407290015848,42.0,45.0
5530,Diesel,33.0,15.353407290015848,42.0,45.0
5531,Diesel,29.0,15.353407290015848,33.0,34.0
5532,Diesel,29.0,15.353407290015848,33.0,34.0
5533,Diesel,29.0,15.353407290015848,33.0,34.0
5534,Diesel,29.0,15.353407290015848,33.0,34.0
5535,Diesel,29.0,15.353407290015848,33.0,34.0
5536,Diesel,29.0,15.353407290015848,33.0,34.0
5537,Diesel,29.0,15.353407290015848,33.0,34.0
5538,Diesel,29.0,15.353407290015848,33.0,34.0
5539,Diesel,29.0,15.353407290015848,33.0,34.0
5540,Diesel,33.0,15.353407290015848,42.0,45.0
5541,Diesel,33.0,15.353407290015848,42.0,45.0
5542,Diesel,33.0,15.353407290015848,42.0,45.0
5543,Petrol Electric,97.0,14.0,3.0,35.83783783783784
5544,Petrol Electric,118.0,14.0,3.0,35.83783783783784
5545,Petrol Electric,118.0,12.0,8.0,35.83783783783784
5546,Petrol Electric,118.0,12.0,3.0,35.83783783783784
5547,Petrol Electric,118.0,12.0,3.0,35.83783783783784
5548,Petrol Electric,118.0,12.0,3.0,35.83783783783784
5549,Petrol Electric,118.0,12.0,3.0,35.83783783783784
5550,Petrol Electric,118.0,12.0,8.0,35.83783783783784
5551,Petrol Electric,97.0,12.0,3.0,35.83783783783784
5552,Petrol Electric,118.0,12.0,3.0,35.83783783783784
5553,Petrol Electric,173.0,14.0,3.0,35.83783783783784
5554,Petrol Electric,173.0,14.0,3.0,35.83783783783784
5555,Electricity / Petrol,28.0,5.0,4.0,35.83783783783784
5556,Electricity / Petrol,28.0,5.0,4.0,35.83783783783784
5557,Diesel,44.0,15.353407290015848,32.0,34.0
5558,Diesel,57.0,15.353407290015848,23.0,26.0
5559,Diesel,57.0,15.353407290015848,23.0,26.0
5560,Diesel,169.0,15.353407290015848,32.0,34.0
5561,Diesel,169.0,15.353407290015848,32.0,34.0
5562,Diesel,57.0,15.353407290015848,23.0,26.0
5563,Diesel,57.0,15.353407290015848,23.0,26.0
5564,Diesel,169.0,15.353407290015848,32.0,34.0
5565,Diesel,169.0,15.353407290015848,32.0,34.0
5566,Diesel,169.0,15.353407290015848,32.0,34.0
5567,Diesel,169.0,15.353407290015848,32.0,34.0
5568,Diesel,169.0,15.353407290015848,32.0,34.0
5569,Diesel,169.0,15.353407290015848,32.0,34.0
5570,Diesel,169.0,15.353407290015848,32.0,34.0
5571,Diesel,169.0,15.353407290015848,32.0,34.0
5572,Diesel,169.0,15.353407290015848,32.0,34.0
5573,Diesel,169.0,15.353407290015848,32.0,34.0
5574,Diesel,163.0,15.353407290015848,27.0,29.0
5575,Diesel,163.0,15.353407290015848,27.0,29.0
5576,Diesel,169.0,15.353407290015848,32.0,34.0
5577,Diesel,169.0,15.353407290015848,32.0,34.0
5578,Diesel,163.0,15.353407290015848,27.0,29.0
5579,Diesel,169.0,15.353407290015848,32.0,34.0
5580,Diesel,57.0,15.353407290015848,23.0,26.0
5581,Diesel,57.0,15.353407290015848,23.0,26.0
5582,Diesel,169.0,15.353407290015848,32.0,34.0
5583,Diesel,169.0,15.353407290015848,32.0,34.0
5584,Diesel,169.0,15.353407290015848,32.0,34.0
5585,Diesel,169.0,15.353407290015848,32.0,34.0
5586,Diesel,169.0,15.353407290015848,32.0,34.0
5587,Diesel,163.0,15.353407290015848,27.0,29.0
5588,Diesel,169.0,15.353407290015848,32.0,34.0
5589,Petrol Electric,169.0,17.0,3.0,35.83783783783784
5590,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5591,Petrol Electric,169.0,17.0,3.0,35.83783783783784
5592,Petrol Electric,169.0,17.0,3.0,35.83783783783784
5593,Petrol Electric,169.0,17.0,3.0,35.83783783783784
5594,Petrol Electric,169.0,17.0,3.0,35.83783783783784
5595,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5596,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5597,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5598,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5599,Petrol Electric,169.0,17.0,3.0,35.83783783783784
5600,Petrol Electric,169.0,17.0,3.0,35.83783783783784
5601,Petrol Electric,169.0,17.0,3.0,35.83783783783784
5602,Petrol Electric,169.0,17.0,3.0,35.83783783783784
5603,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5604,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5605,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5606,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5607,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5608,Electricity / Petrol,126.0,13.0,4.0,35.83783783783784
5609,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5610,Petrol Electric,169.0,17.0,3.0,35.83783783783784
5611,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5612,Petrol Electric,169.0,17.0,3.0,35.83783783783784
5613,Petrol Electric,169.0,17.0,3.0,35.83783783783784
5614,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5615,Petrol Electric,169.0,17.0,3.0,35.83783783783784
5616,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5617,Petrol Electric,169.0,17.0,3.0,35.83783783783784
5618,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5619,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5620,Petrol Electric,169.0,17.0,3.0,35.83783783783784
5621,Petrol Electric,169.0,17.0,3.0,35.83783783783784
5622,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5623,Petrol Electric,169.0,17.0,3.0,35.83783783783784
5624,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5625,Petrol Electric,169.0,17.0,3.0,35.83783783783784
5626,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5627,Petrol Electric,169.0,17.0,3.0,35.83783783783784
5628,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5629,Petrol Electric,175.0,17.0,3.0,35.83783783783784
5630,Petrol,77.0,13.0,9.0,35.83783783783784
5631,Petrol,77.0,13.0,9.0,35.83783783783784
5632,Petrol,238.0,15.0,14.0,35.83783783783784
5633,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5634,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5635,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5636,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5637,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5638,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5639,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5640,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5641,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5642,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5643,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5644,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5645,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5646,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5647,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5648,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5649,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5650,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5651,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5652,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5653,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5654,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5655,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5656,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5657,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5658,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5659,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5660,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5661,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5662,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5663,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5664,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5665,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5666,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5667,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5668,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5669,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5670,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5671,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5672,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5673,Petrol Electric,157.0,16.0,7.0,35.83783783783784
5674,Petrol Electric,149.0,25.0,10.0,35.83783783783784
5675,Petrol Electric,149.0,25.0,10.0,35.83783783783784
5676,Petrol Electric,149.0,25.0,10.0,35.83783783783784
5677,Petrol Electric,149.0,25.0,10.0,35.83783783783784
5678,Petrol Electric,149.0,25.0,10.0,35.83783783783784
5679,Petrol Electric,149.0,25.0,10.0,35.83783783783784
5680,Petrol Electric,149.0,25.0,10.0,35.83783783783784
5681,Petrol Electric,149.0,25.0,10.0,35.83783783783784
5682,Petrol Electric,149.0,25.0,10.0,35.83783783783784
5683,Petrol Electric,149.0,25.0,10.0,35.83783783783784
5684,Petrol Electric,149.0,25.0,10.0,35.83783783783784
5685,Petrol Electric,149.0,25.0,10.0,35.83783783783784
5686,Petrol Electric,209.0,16.0,5.0,35.83783783783784
5687,Petrol Electric,209.0,16.0,5.0,35.83783783783784
5688,Petrol Electric,209.0,16.0,5.0,35.83783783783784
5689,Petrol Electric,209.0,16.0,5.0,35.83783783783784
5690,Petrol Electric,209.0,16.0,5.0,35.83783783783784
5691,Petrol Electric,209.0,16.0,5.0,35.83783783783784
5692,Petrol Electric,209.0,16.0,5.0,35.83783783783784
5693,Petrol,760.0,52.0,27.0,81.47058823529412
5694,Petrol,760.0,52.0,27.0,81.47058823529412
5695,Petrol,760.0,52.0,27.0,81.47058823529412
5696,Petrol,760.0,52.0,27.0,81.47058823529412
5697,Petrol,600.0,33.0,16.0,81.47058823529412
5698,Petrol,421.0,22.0,16.0,81.47058823529412
5699,Petrol,600.0,33.0,16.0,81.47058823529412
5700,Petrol,421.0,22.0,16.0,81.47058823529412
5701,Petrol,600.0,33.0,16.0,81.47058823529412
5702,Petrol,600.0,33.0,16.0,81.47058823529412
5703,Petrol,781.0,32.0,19.0,81.47058823529412
5704,Petrol,781.0,32.0,19.0,81.47058823529412
5705,Petrol,781.0,32.0,19.0,81.47058823529412
5706,Petrol,781.0,32.0,19.0,81.47058823529412
5707,Petrol,781.0,32.0,19.0,81.47058823529412
5708,Petrol,781.0,32.0,19.0,81.47058823529412
5709,Petrol,781.0,32.0,19.0,81.47058823529412
5710,Petrol,781.0,32.0,19.0,81.47058823529412
5711,Petrol,781.0,32.0,19.0,81.47058823529412
5712,Petrol,781.0,32.0,19.0,81.47058823529412
5713,Petrol,534.0,26.0,28.0,81.47058823529412
5714,Petrol,534.0,26.0,28.0,81.47058823529412
5715,Petrol,781.0,32.0,19.0,81.47058823529412
5716,Petrol,781.0,32.0,19.0,81.47058823529412
5717,Petrol,534.0,26.0,28.0,81.47058823529412
5718,Petrol,534.0,26.0,28.0,81.47058823529412
5719,Petrol,600.0,33.0,16.0,81.47058823529412
5720,Petrol,421.0,22.0,16.0,81.47058823529412
5721,Petrol,600.0,33.0,16.0,81.47058823529412
5722,Petrol,421.0,22.0,16.0,81.47058823529412
5723,Petrol,780.0,39.0,21.0,81.47058823529412
5724,Diesel,8.0,28.55072463768116,53.0,57.0
5725,Petrol,313.0,65.0,39.0,81.47058823529412
5726,Petrol,313.0,65.0,39.0,81.47058823529412
5727,Petrol,313.0,65.0,39.0,81.47058823529412
5728,Petrol,313.0,65.0,39.0,81.47058823529412
5729,Petrol,313.0,65.0,39.0,81.47058823529412
5730,Petrol,313.0,65.0,39.0,81.47058823529412
5731,Petrol,313.0,65.0,39.0,81.47058823529412
5732,Petrol,313.0,65.0,39.0,81.47058823529412
5733,Petrol,149.0,17.0,27.0,81.47058823529412
5734,Petrol,149.0,17.0,27.0,81.47058823529412
5735,Diesel,116.0,28.55072463768116,65.0,113.0
5736,Diesel,116.0,28.55072463768116,65.0,113.0
5737,Diesel,116.0,28.55072463768116,65.0,113.0
5738,Diesel,116.0,28.55072463768116,65.0,113.0
5739,Diesel,168.0,28.55072463768116,55.0,77.0
5740,Diesel,168.0,0.0,55.0,77.0
5741,Diesel,168.0,0.0,55.0,77.0
5742,Diesel,168.0,0.0,55.0,77.0
5743,Diesel,152.0,0.0,43.0,63.0
5744,Diesel,152.0,0.0,43.0,63.0
5745,Diesel,170.0,0.0,65.0,81.0
5746,Diesel,170.0,0.0,65.0,81.0
5747,Diesel,168.0,0.0,55.0,77.0
5748,Diesel,168.0,0.0,55.0,77.0
5749,Diesel,152.0,0.0,43.0,63.0
5750,Diesel,152.0,0.0,43.0,63.0
5751,Petrol,291.0,22.0,13.0,81.47058823529412
5752,Petrol,291.0,22.0,13.0,81.47058823529412
5753,Petrol,313.0,29.0,21.0,81.47058823529412
5754,Petrol,291.0,22.0,13.0,81.47058823529412
5755,Petrol,313.0,29.0,21.0,81.47058823529412
5756,Petrol,324.0,25.0,12.0,81.47058823529412
5757,Petrol,313.0,29.0,21.0,81.47058823529412
5758,Petrol,324.0,25.0,12.0,81.47058823529412
5759,Petrol,313.0,29.0,21.0,81.47058823529412
5760,Petrol,291.0,22.0,13.0,81.47058823529412
5761,Petrol,313.0,29.0,21.0,81.47058823529412
5762,Petrol,321.0,22.0,18.0,81.47058823529412
5763,Petrol,145.0,24.0,27.0,81.47058823529412
5764,Petrol,79.0,16.0,25.0,81.47058823529412
5765,Petrol,89.0,24.0,18.0,81.47058823529412
5766,Electricity / Petrol,126.0,13.0,4.0,81.47058823529412
5767,Electricity / Petrol,126.0,13.0,4.0,81.47058823529412
5768,Petrol,781.0,32.0,19.0,48.828402366863905
5769,Petrol,781.0,32.0,19.0,48.828402366863905
5770,Petrol,781.0,32.0,19.0,48.828402366863905
5771,Petrol,781.0,32.0,19.0,48.828402366863905
