,count_point_id,direction_of_travel,year,count_date,hour,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,easting,northing,latitude,longitude,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
22132,952443,N,2007,02/07/2007,11,1,South West,144,"Bristol, City of",U,Minor,362692,175983,51.48156473,-2.53864124,4,1,169,3,25,1,1,0,0,0,0,2,200
22134,952443,S,2007,02/07/2007,13,1,South West,144,"Bristol, City of",U,Minor,362692,175983,51.48156473,-2.53864124,4,4,175,4,31,1,1,0,0,0,0,2,216
22259,963478,S,2007,25/04/2007,18,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,3,4,236,2,15,2,0,0,0,0,1,3,260
22089,57291,S,2007,03/09/2007,10,1,South West,144,"Bristol, City of",A4032,Major,359900,173930,51.46291448,-2.57861134,0,13,1385,15,238,99,13,10,3,11,20,156,1807
22087,57291,S,2007,03/09/2007,8,1,South West,144,"Bristol, City of",A4032,Major,359900,173930,51.46291448,-2.57861134,0,77,2309,10,245,30,7,8,4,7,9,65,2706
22205,36132,E,2007,22/03/2007,12,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,4,13,874,13,183,26,9,8,1,10,10,64,1147
22206,36132,W,2007,22/03/2007,13,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,0,9,831,14,202,31,7,3,3,10,9,63,1119
22207,36132,W,2007,22/03/2007,14,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,1,17,843,20,209,44,5,7,1,4,3,64,1153
22208,36132,W,2007,22/03/2007,15,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,9,16,793,21,208,38,6,4,1,7,9,65,1103
22209,36132,W,2007,22/03/2007,16,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,12,17,948,15,268,28,3,2,1,2,2,38,1286
22210,36132,W,2007,22/03/2007,17,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,12,23,1120,11,161,18,3,0,0,2,1,24,1339
22211,36132,W,2007,22/03/2007,18,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,10,14,1116,14,86,7,1,0,0,1,4,13,1243
22212,36132,W,2007,22/03/2007,7,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,23,34,1491,11,208,24,6,5,1,7,1,44,1788
22213,36132,W,2007,22/03/2007,8,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,32,72,1494,24,139,33,9,1,2,5,4,54,1783
22214,36132,W,2007,22/03/2007,9,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,5,21,1146,22,190,48,5,9,4,5,6,77,1456
22215,36132,W,2007,22/03/2007,10,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,5,9,877,8,162,49,7,2,1,10,7,76,1132
22216,36132,W,2007,22/03/2007,11,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,3,15,819,12,189,58,16,3,8,5,10,100,1135
22217,36132,W,2007,22/03/2007,12,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,3,7,849,19,179,55,10,7,3,6,7,88,1142
22218,36132,E,2007,22/03/2007,13,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,4,13,866,16,172,29,6,6,0,7,6,54,1121
22219,36132,E,2007,22/03/2007,14,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,15,20,947,27,180,43,7,2,1,11,1,65,1239
22220,36132,E,2007,22/03/2007,15,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,7,28,1047,19,196,45,5,8,4,10,2,74,1364
22221,36132,E,2007,22/03/2007,16,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,16,37,1210,14,170,32,3,6,1,3,3,48,1479
22222,36132,E,2007,22/03/2007,17,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,20,55,1401,12,136,14,1,1,1,3,2,22,1626
22223,36132,E,2007,22/03/2007,18,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,10,24,1249,12,79,8,2,1,1,2,2,16,1380
22248,963478,N,2007,25/04/2007,7,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,1,2,147,7,39,2,1,0,0,0,0,3,198
22249,963478,N,2007,25/04/2007,8,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,1,3,196,2,29,2,0,0,0,0,0,2,232
22250,963478,N,2007,25/04/2007,9,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,0,0,90,2,18,2,1,0,0,0,0,3,113
22251,963478,N,2007,25/04/2007,10,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,0,0,87,0,12,3,1,0,0,0,0,4,103
22252,963478,N,2007,25/04/2007,11,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,1,1,125,1,24,5,2,0,0,0,0,7,158
22253,963478,N,2007,25/04/2007,12,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,3,1,137,0,23,2,1,0,0,0,0,3,164
22254,963478,S,2007,25/04/2007,13,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,0,2,133,0,25,1,0,0,0,0,0,1,161
22255,963478,S,2007,25/04/2007,14,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,1,1,143,2,28,2,0,0,0,0,0,2,176
22256,963478,S,2007,25/04/2007,15,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,4,6,218,0,32,1,0,0,0,0,0,1,257
22257,963478,S,2007,25/04/2007,16,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,1,0,253,2,44,3,0,0,0,0,1,4,303
22204,36132,E,2007,22/03/2007,11,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,6,10,757,13,236,48,11,8,1,5,9,82,1098
22088,57291,S,2007,03/09/2007,9,1,South West,144,"Bristol, City of",A4032,Major,359900,173930,51.46291448,-2.57861134,0,28,1807,14,232,88,6,9,4,7,13,127,2208
22203,36132,E,2007,22/03/2007,10,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,0,13,697,14,198,45,12,5,4,11,5,82,1004
22200,36132,E,2007,22/03/2007,7,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,10,14,811,17,276,40,8,10,4,1,3,66,1184
22086,57291,S,2007,03/09/2007,7,1,South West,144,"Bristol, City of",A4032,Major,359900,173930,51.46291448,-2.57861134,0,55,2071,24,346,23,8,7,6,6,11,61,2557
22085,57291,S,2007,03/09/2007,18,1,South West,144,"Bristol, City of",A4032,Major,359900,173930,51.46291448,-2.57861134,0,14,1283,13,59,12,3,0,1,5,5,26,1395
22084,57291,S,2007,03/09/2007,17,1,South West,144,"Bristol, City of",A4032,Major,359900,173930,51.46291448,-2.57861134,0,31,1135,15,126,16,5,1,1,7,2,32,1339
22083,57291,S,2007,03/09/2007,16,1,South West,144,"Bristol, City of",A4032,Major,359900,173930,51.46291448,-2.57861134,0,23,1448,19,204,65,1,6,2,7,13,94,1788
22082,57291,S,2007,03/09/2007,15,1,South West,144,"Bristol, City of",A4032,Major,359900,173930,51.46291448,-2.57861134,0,9,1232,20,213,113,5,11,2,9,7,147,1621
22176,48003,N,2007,18/05/2007,7,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,11,52,1732,23,260,47,9,28,3,12,25,124,2191
22177,48003,N,2007,18/05/2007,8,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,8,21,1607,22,273,50,7,27,3,4,27,118,2041
22178,48003,N,2007,18/05/2007,9,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,4,17,1502,22,283,52,8,25,2,4,25,116,1940
22179,48003,N,2007,18/05/2007,10,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,3,12,1371,19,309,58,9,22,1,5,26,121,1832
22180,48003,N,2007,18/05/2007,11,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,1,14,1445,22,368,55,8,25,2,9,24,123,1972
22181,48003,N,2007,18/05/2007,12,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,3,23,1754,22,364,59,8,26,4,5,23,125,2288
22182,48003,S,2007,18/05/2007,13,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,2,23,1447,22,272,58,16,25,0,4,27,130,1894
22183,48003,S,2007,18/05/2007,14,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,1,11,1527,26,326,41,16,37,3,2,33,132,2022
22184,48003,S,2007,18/05/2007,15,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,6,22,1737,26,265,43,8,22,0,3,29,105,2155
22185,48003,S,2007,18/05/2007,16,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,14,41,1732,34,264,19,7,15,5,4,23,73,2144
22186,48003,S,2007,18/05/2007,17,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,14,23,1675,27,180,17,1,2,2,3,10,35,1940
22187,48003,S,2007,18/05/2007,18,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,8,13,1552,21,113,8,2,0,0,3,10,23,1722
22188,48003,S,2007,18/05/2007,7,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,8,32,1351,14,388,32,9,30,2,7,19,99,1884
22189,48003,S,2007,18/05/2007,8,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,28,59,2422,42,325,43,11,19,0,7,24,104,2952
22190,48003,S,2007,18/05/2007,9,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,3,33,1497,14,312,64,6,31,0,7,32,140,1996
22191,48003,S,2007,18/05/2007,10,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,2,18,1433,21,265,47,9,35,2,6,39,138,1875
22192,48003,S,2007,18/05/2007,11,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,0,20,1244,26,302,58,7,25,6,9,38,143,1735
22193,48003,S,2007,18/05/2007,12,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,5,31,1541,17,307,51,8,28,2,7,20,116,2012
22194,48003,N,2007,18/05/2007,13,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,2,29,1771,27,367,41,13,33,2,8,25,122,2316
22195,48003,N,2007,18/05/2007,14,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,0,42,1952,34,370,34,12,27,0,5,23,101,2499
22196,48003,N,2007,18/05/2007,15,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,7,34,2229,35,409,36,4,34,1,5,25,105,2812
22197,48003,N,2007,18/05/2007,16,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,12,64,2626,40,367,21,2,8,1,4,11,47,3144
22198,48003,N,2007,18/05/2007,17,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,11,84,2879,36,249,10,0,3,0,2,9,24,3272
22199,48003,N,2007,18/05/2007,18,1,South West,144,"Bristol, City of",A3029,Major,356780,171700,51.44263425,-2.62324633,8,43,2220,31,195,7,3,0,0,3,9,22,2511
22202,36132,E,2007,22/03/2007,9,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,3,13,675,15,201,46,6,7,0,2,2,63,967
22415,930422,E,2007,04/07/2007,18,1,South West,144,"Bristol, City of",U,Minor,360220,167760,51.40746197,-2.57331017,7,6,381,4,60,5,0,0,0,0,0,5,456
22201,36132,E,2007,22/03/2007,8,1,South West,144,"Bristol, City of",A4,Major,363100,170000,51.42779756,-2.53214001,21,25,897,13,195,36,8,5,5,2,3,59,1189
22417,990069,N,2007,05/06/2007,8,1,South West,144,"Bristol, City of",B4056,Minor,357800,176670,51.48739669,-2.60916626,46,11,512,5,44,7,1,2,0,0,0,10,582
22563,930429,N,2007,29/06/2007,10,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,3,5,374,5,61,7,3,3,0,0,0,13,458
22562,930429,N,2007,29/06/2007,9,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,4,4,415,5,61,9,1,2,0,0,0,12,497
22561,930429,N,2007,29/06/2007,8,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,16,8,458,11,55,17,2,0,0,0,0,19,551
22665,930431,S,2007,22/06/2007,16,1,South West,144,"Bristol, City of",U,Minor,356640,172990,51.45422192,-2.62541905,1,0,54,1,10,0,0,0,0,0,0,0,65
22666,930431,S,2007,22/06/2007,17,1,South West,144,"Bristol, City of",U,Minor,356640,172990,51.45422192,-2.62541905,1,0,83,1,6,0,0,0,1,0,0,1,91
22667,930431,S,2007,22/06/2007,18,1,South West,144,"Bristol, City of",U,Minor,356640,172990,51.45422192,-2.62541905,4,1,76,0,4,0,0,0,0,0,0,0,81
22668,930431,S,2007,22/06/2007,7,1,South West,144,"Bristol, City of",U,Minor,356640,172990,51.45422192,-2.62541905,3,1,44,0,5,2,0,0,0,0,0,2,52
22564,930429,N,2007,29/06/2007,11,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,5,8,501,4,76,11,1,2,0,0,0,14,603
22669,930431,S,2007,22/06/2007,8,1,South West,144,"Bristol, City of",U,Minor,356640,172990,51.45422192,-2.62541905,2,1,69,0,4,1,0,0,0,0,0,1,75
22671,930431,S,2007,22/06/2007,10,1,South West,144,"Bristol, City of",U,Minor,356640,172990,51.45422192,-2.62541905,1,0,42,0,7,1,0,0,0,0,0,1,50
22672,930431,S,2007,22/06/2007,11,1,South West,144,"Bristol, City of",U,Minor,356640,172990,51.45422192,-2.62541905,1,0,51,1,7,2,0,0,0,0,0,2,61
22673,930431,S,2007,22/06/2007,12,1,South West,144,"Bristol, City of",U,Minor,356640,172990,51.45422192,-2.62541905,0,0,67,0,4,1,1,0,0,0,0,2,73
22674,930431,N,2007,22/06/2007,13,1,South West,144,"Bristol, City of",U,Minor,356640,172990,51.45422192,-2.62541905,2,2,123,0,16,1,0,0,0,0,0,1,142
22675,930431,N,2007,22/06/2007,14,1,South West,144,"Bristol, City of",U,Minor,356640,172990,51.45422192,-2.62541905,0,2,131,1,12,1,0,1,0,0,0,2,148
22676,930431,N,2007,22/06/2007,15,1,South West,144,"Bristol, City of",U,Minor,356640,172990,51.45422192,-2.62541905,1,2,159,0,26,1,0,0,0,0,0,1,188
22677,930431,N,2007,22/06/2007,16,1,South West,144,"Bristol, City of",U,Minor,356640,172990,51.45422192,-2.62541905,6,0,111,1,26,0,0,0,0,0,0,0,138
22670,930431,S,2007,22/06/2007,9,1,South West,144,"Bristol, City of",U,Minor,356640,172990,51.45422192,-2.62541905,0,0,50,0,7,3,0,0,0,0,0,3,60
22678,930431,N,2007,22/06/2007,17,1,South West,144,"Bristol, City of",U,Minor,356640,172990,51.45422192,-2.62541905,4,1,126,1,9,0,0,0,0,0,0,0,137
22565,930429,N,2007,29/06/2007,12,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,4,12,496,3,53,11,2,1,0,0,0,14,578
22567,930429,S,2007,29/06/2007,14,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,7,24,532,3,60,7,2,2,0,0,0,11,630
22664,930431,S,2007,22/06/2007,15,1,South West,144,"Bristol, City of",U,Minor,356640,172990,51.45422192,-2.62541905,0,0,80,0,6,0,0,0,0,0,0,0,86
22582,930429,N,2007,29/06/2007,17,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,12,15,625,4,66,3,2,0,1,0,1,7,717
22581,930429,N,2007,29/06/2007,16,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,12,4,648,7,65,9,1,0,2,0,0,12,736
22580,930429,N,2007,29/06/2007,15,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,11,10,669,4,65,6,2,4,0,0,0,12,760
22579,930429,N,2007,29/06/2007,14,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,9,8,561,7,46,8,1,1,1,0,0,11,633
22578,930429,N,2007,29/06/2007,13,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,7,7,455,3,70,5,2,2,0,0,0,9,544
22631,966010,E,2007,22/05/2007,12,1,South West,144,"Bristol, City of",U,Minor,361294,173293,51.45728449,-2.55847648,4,0,4,0,1,0,0,0,0,0,0,0,5
22566,930429,S,2007,29/06/2007,13,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,7,12,536,3,71,11,4,3,1,0,0,19,641
22576,930429,S,2007,29/06/2007,11,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,6,4,480,4,59,11,3,2,0,0,0,16,563
22574,930429,S,2007,29/06/2007,9,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,7,8,456,8,67,12,2,1,0,0,0,15,554
22573,930429,S,2007,29/06/2007,8,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,21,14,477,8,42,7,3,1,0,0,0,11,552
22572,930429,S,2007,29/06/2007,7,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,17,11,417,3,68,5,2,0,0,1,0,8,507
22571,930429,S,2007,29/06/2007,18,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,6,6,498,9,50,1,0,0,0,0,0,1,564
22570,930429,S,2007,29/06/2007,17,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,15,13,518,5,57,0,2,0,0,0,0,2,595
22569,930429,S,2007,29/06/2007,16,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,14,9,431,6,59,4,2,1,0,0,0,7,512
22568,930429,S,2007,29/06/2007,15,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,6,9,424,4,46,1,3,0,1,0,0,5,488
22575,930429,S,2007,29/06/2007,10,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,3,6,496,5,69,16,2,3,0,1,0,22,598
22560,930429,N,2007,29/06/2007,7,1,South West,144,"Bristol, City of",U,Minor,358860,178600,51.50482762,-2.59412643,14,11,394,7,73,12,3,3,0,0,0,18,503
22559,966011,E,2007,22/03/2007,18,1,South West,144,"Bristol, City of",U,Minor,361318,174898,51.47171684,-2.55830722,3,2,76,0,5,0,0,0,0,0,0,0,83
22558,966011,E,2007,22/03/2007,17,1,South West,144,"Bristol, City of",U,Minor,361318,174898,51.47171684,-2.55830722,3,1,101,0,11,2,0,0,0,0,0,2,115
22536,966011,E,2007,22/03/2007,7,1,South West,144,"Bristol, City of",U,Minor,361318,174898,51.47171684,-2.55830722,0,0,26,0,2,0,0,0,0,0,0,0,28
22535,966008,E,2007,28/09/2007,18,1,South West,144,"Bristol, City of",U,Minor,358333,176956,51.49000774,-2.60152417,1,0,17,0,5,0,0,0,0,0,0,0,22
22534,966008,E,2007,28/09/2007,17,1,South West,144,"Bristol, City of",U,Minor,358333,176956,51.49000774,-2.60152417,3,1,11,0,1,0,0,0,0,0,0,0,13
22533,966008,E,2007,28/09/2007,16,1,South West,144,"Bristol, City of",U,Minor,358333,176956,51.49000774,-2.60152417,0,0,19,0,1,0,0,0,0,0,0,0,20
22532,966008,E,2007,28/09/2007,15,1,South West,144,"Bristol, City of",U,Minor,358333,176956,51.49000774,-2.60152417,0,1,21,1,2,0,0,0,0,0,0,0,25
22531,966008,E,2007,28/09/2007,14,1,South West,144,"Bristol, City of",U,Minor,358333,176956,51.49000774,-2.60152417,1,0,10,0,2,0,0,0,0,0,0,0,12
22530,966008,E,2007,28/09/2007,13,1,South West,144,"Bristol, City of",U,Minor,358333,176956,51.49000774,-2.60152417,1,0,21,0,2,0,0,0,0,0,0,0,23
22537,966011,E,2007,22/03/2007,8,1,South West,144,"Bristol, City of",U,Minor,361318,174898,51.47171684,-2.55830722,3,0,128,2,20,2,0,0,0,0,0,2,152
22529,966008,W,2007,28/09/2007,12,1,South West,144,"Bristol, City of",U,Minor,358333,176956,51.49000774,-2.60152417,1,0,19,0,3,0,0,0,0,0,0,0,22
22527,966008,W,2007,28/09/2007,10,1,South West,144,"Bristol, City of",U,Minor,358333,176956,51.49000774,-2.60152417,0,1,17,0,1,0,0,0,0,0,0,0,19
22526,966008,W,2007,28/09/2007,9,1,South West,144,"Bristol, City of",U,Minor,358333,176956,51.49000774,-2.60152417,0,0,16,0,1,0,0,0,0,0,0,0,17
22525,966008,W,2007,28/09/2007,8,1,South West,144,"Bristol, City of",U,Minor,358333,176956,51.49000774,-2.60152417,0,0,33,0,0,0,0,0,0,0,0,0,33
