,count_point_id,direction_of_travel,year,count_date,hour,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,easting,northing,latitude,longitude,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
16926,946753,E,2017,13/10/2017,14,1,South West,144,"Bristol, City of",B4054,Minor,355060,176782,51.48819199,-2.64864006,3,3,209,4,47,2,1,0,0,0,0,3,266
16927,946753,E,2017,13/10/2017,15,1,South West,144,"Bristol, City of",B4054,Minor,355060,176782,51.48819199,-2.64864006,6,5,371,5,63,1,2,0,0,0,0,3,447
16928,946753,E,2017,13/10/2017,7,1,South West,144,"Bristol, City of",B4054,Minor,355060,176782,51.48819199,-2.64864006,2,3,335,8,95,10,3,1,0,0,0,14,455
16929,946753,E,2017,13/10/2017,8,1,South West,144,"Bristol, City of",B4054,Minor,355060,176782,51.48819199,-2.64864006,1,3,345,7,102,5,2,1,0,0,0,8,465
16930,946753,E,2017,13/10/2017,9,1,South West,144,"Bristol, City of",B4054,Minor,355060,176782,51.48819199,-2.64864006,3,2,283,5,80,3,1,1,1,0,0,6,376
16921,946753,W,2017,13/10/2017,9,1,South West,144,"Bristol, City of",B4054,Minor,355060,176782,51.48819199,-2.64864006,1,0,290,5,59,11,1,1,0,0,0,13,367
16955,946760,E,2017,18/05/2017,7,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,23,2,112,0,10,0,0,0,0,0,0,0,124
16956,946760,E,2017,18/05/2017,8,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,57,4,160,0,11,1,0,0,0,0,0,1,176
16957,946760,E,2017,18/05/2017,9,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,26,3,141,0,23,2,0,0,0,0,0,2,169
16982,946785,E,2017,14/06/2017,10,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,1,0,24,1,4,0,1,0,0,0,0,1,30
16983,946785,E,2017,14/06/2017,11,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,7,0,32,0,3,0,1,0,0,0,0,1,36
16984,946785,E,2017,14/06/2017,12,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,1,0,25,0,6,0,0,0,0,0,0,0,31
16985,946785,W,2017,14/06/2017,13,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,1,0,37,1,6,1,0,0,0,0,0,1,45
16986,946785,W,2017,14/06/2017,14,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,1,0,29,0,8,0,0,0,0,0,0,0,37
16987,946785,W,2017,14/06/2017,15,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,1,1,44,1,16,0,0,0,0,0,0,0,62
16988,946785,W,2017,14/06/2017,16,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,0,1,36,0,4,0,0,0,0,0,0,0,41
16989,946785,W,2017,14/06/2017,17,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,1,0,41,0,2,0,0,0,0,0,0,0,43
16990,946785,W,2017,14/06/2017,18,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,2,0,32,0,4,0,0,0,0,0,0,0,36
16981,946785,E,2017,14/06/2017,9,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,1,0,20,1,3,1,0,0,0,0,0,1,25
16991,946785,W,2017,14/06/2017,7,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,1,0,16,0,5,0,0,0,0,0,0,0,21
16993,946785,W,2017,14/06/2017,9,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,0,0,28,0,7,2,1,0,0,0,0,3,38
16994,946785,W,2017,14/06/2017,10,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,6,1,43,1,4,2,1,0,0,0,0,3,52
16995,946785,W,2017,14/06/2017,11,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,1,0,25,0,6,0,1,1,0,0,0,2,33
16996,946785,W,2017,14/06/2017,12,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,1,0,26,0,6,0,0,0,0,0,0,0,32
16997,946785,E,2017,14/06/2017,13,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,1,0,21,0,3,0,0,0,0,0,0,0,24
16998,946785,E,2017,14/06/2017,14,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,1,0,24,1,7,0,0,0,0,0,0,0,32
16999,946785,E,2017,14/06/2017,15,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,0,0,47,2,7,0,0,0,0,0,0,0,56
17000,946785,E,2017,14/06/2017,16,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,4,1,27,1,10,0,0,0,0,0,0,0,39
17001,946785,E,2017,14/06/2017,17,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,7,0,40,0,8,1,0,0,0,0,0,1,49
16992,946785,W,2017,14/06/2017,8,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,1,0,38,0,8,0,0,0,0,0,0,0,46
17003,946776,N,2017,16/06/2017,18,1,South West,144,"Bristol, City of",U,Minor,352690,177291,51.49257452,-2.68283983,0,0,15,0,0,0,0,0,0,0,0,0,15
16980,946785,E,2017,14/06/2017,8,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,2,0,37,0,5,0,0,0,0,0,0,0,42
16978,946760,E,2017,18/05/2017,18,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,25,2,139,0,15,0,0,0,0,0,0,0,156
16958,946760,E,2017,18/05/2017,10,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,9,3,98,0,28,2,1,0,0,0,0,3,132
16959,946760,E,2017,18/05/2017,11,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,5,2,89,0,18,2,0,0,0,0,0,2,111
16960,946760,E,2017,18/05/2017,12,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,9,1,87,0,15,3,0,0,0,0,0,3,106
16961,946760,W,2017,18/05/2017,13,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,11,0,62,0,6,0,0,0,0,0,0,0,68
16962,946760,W,2017,18/05/2017,14,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,10,1,71,0,12,0,0,0,0,0,0,0,84
16963,946760,W,2017,18/05/2017,15,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,21,0,96,0,8,1,0,0,0,0,0,1,105
16964,946760,W,2017,18/05/2017,16,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,20,2,89,0,12,0,0,0,0,0,0,0,103
16965,946760,W,2017,18/05/2017,17,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,44,1,100,0,12,0,0,0,0,0,0,0,113
16966,946760,W,2017,18/05/2017,18,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,48,3,116,0,8,0,0,0,0,0,0,0,127
16979,946785,E,2017,14/06/2017,7,1,South West,144,"Bristol, City of",U,Minor,364083,176552,51.48677101,-2.51866926,2,1,22,0,2,0,0,0,0,0,0,0,25
16967,946760,W,2017,18/05/2017,7,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,23,0,48,0,9,1,0,0,0,0,0,1,58
16969,946760,W,2017,18/05/2017,9,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,12,0,74,0,22,2,0,0,0,0,0,2,98
16970,946760,W,2017,18/05/2017,10,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,10,0,64,0,14,0,1,0,0,0,0,1,79
16971,946760,W,2017,18/05/2017,11,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,4,1,50,0,16,0,1,0,0,0,0,1,68
16972,946760,W,2017,18/05/2017,12,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,11,1,67,0,13,0,0,0,0,0,0,0,81
16973,946760,E,2017,18/05/2017,13,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,13,2,98,0,9,5,1,0,0,0,0,6,115
16974,946760,E,2017,18/05/2017,14,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,10,1,118,0,22,1,0,0,0,0,0,1,142
16975,946760,E,2017,18/05/2017,15,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,14,3,116,0,25,1,0,0,0,0,0,1,145
16976,946760,E,2017,18/05/2017,16,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,20,3,144,0,15,0,0,0,0,0,0,0,162
16977,946760,E,2017,18/05/2017,17,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,36,4,143,0,16,0,0,0,0,0,0,0,163
16968,946760,W,2017,18/05/2017,8,1,South West,144,"Bristol, City of",C,Minor,358756,174504,51.46799289,-2.59514491,29,0,67,0,12,0,0,0,0,0,0,0,79
17098,946765,E,2017,19/06/2017,11,1,South West,144,"Bristol, City of",U,Minor,357700,175726,51.47890171,-2.610493,2,0,12,0,3,0,0,0,0,0,0,0,15
16936,946758,E,2017,12/10/2017,12,1,South West,144,"Bristol, City of",C,Minor,357975,168478,51.41375519,-2.60567023,5,7,635,4,144,14,8,0,3,0,5,30,820
17100,946799,N,2017,06/07/2017,7,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,1,0,58,1,22,3,0,0,0,0,0,3,84
17474,99508,S,2017,14/06/2017,9,1,South West,144,"Bristol, City of",A4,Major,361450,171000,51.43667853,-2.55598076,9,9,479,18,187,28,3,6,0,6,4,47,740
17475,99508,S,2017,14/06/2017,10,1,South West,144,"Bristol, City of",A4,Major,361450,171000,51.43667853,-2.55598076,6,12,527,17,165,33,6,4,1,3,9,56,777
17476,99508,S,2017,14/06/2017,11,1,South West,144,"Bristol, City of",A4,Major,361450,171000,51.43667853,-2.55598076,6,7,585,13,163,23,8,3,0,6,2,42,810
17477,99508,S,2017,14/06/2017,12,1,South West,144,"Bristol, City of",A4,Major,361450,171000,51.43667853,-2.55598076,6,19,631,16,177,26,3,4,0,8,4,45,888
17478,99508,N,2017,14/06/2017,13,1,South West,144,"Bristol, City of",A4,Major,361450,171000,51.43667853,-2.55598076,11,19,769,16,174,38,6,2,3,3,5,57,1035
17465,99508,N,2017,14/06/2017,12,1,South West,144,"Bristol, City of",A4,Major,361450,171000,51.43667853,-2.55598076,8,13,797,14,220,41,6,1,2,7,0,57,1101
17464,99508,N,2017,14/06/2017,11,1,South West,144,"Bristol, City of",A4,Major,361450,171000,51.43667853,-2.55598076,8,20,704,15,218,41,3,7,1,7,7,66,1023
17463,99508,N,2017,14/06/2017,10,1,South West,144,"Bristol, City of",A4,Major,361450,171000,51.43667853,-2.55598076,9,13,789,19,214,35,4,2,1,11,0,53,1088
17462,99508,N,2017,14/06/2017,9,1,South West,144,"Bristol, City of",A4,Major,361450,171000,51.43667853,-2.55598076,18,19,882,25,177,43,4,6,2,7,7,69,1172
17461,99508,N,2017,14/06/2017,8,1,South West,144,"Bristol, City of",A4,Major,361450,171000,51.43667853,-2.55598076,65,80,940,22,216,38,5,0,3,5,3,54,1312
17460,99508,N,2017,14/06/2017,7,1,South West,144,"Bristol, City of",A4,Major,361450,171000,51.43667853,-2.55598076,49,61,973,23,294,21,2,1,0,3,3,30,1381
17171,946792,E,2017,20/10/2017,18,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,1,14,4,2,0,0,0,0,0,0,0,21
17170,946792,E,2017,20/10/2017,17,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,0,20,2,5,0,0,0,0,0,0,0,27
17099,946765,E,2017,19/06/2017,12,1,South West,144,"Bristol, City of",U,Minor,357700,175726,51.47890171,-2.610493,4,0,17,0,7,0,0,0,0,0,0,0,24
17151,946792,E,2017,20/10/2017,10,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,0,18,3,5,0,0,0,0,0,0,0,26
17479,99508,N,2017,14/06/2017,14,1,South West,144,"Bristol, City of",A4,Major,361450,171000,51.43667853,-2.55598076,12,17,721,19,161,42,3,2,0,4,0,51,969
17145,946814,E,2017,27/03/2017,16,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,0,0,14,0,1,0,0,0,0,0,0,0,15
17144,946814,E,2017,27/03/2017,15,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,0,0,14,0,3,0,0,0,0,0,0,0,17
17143,946814,E,2017,27/03/2017,14,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,0,0,14,0,1,0,0,0,0,0,0,0,15
17142,946814,E,2017,27/03/2017,13,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,11,0,12,0,2,0,0,0,0,0,0,0,14
17141,946814,W,2017,27/03/2017,12,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,1,0,10,0,2,0,0,0,0,0,0,0,12
17140,946814,W,2017,27/03/2017,11,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,1,0,13,0,3,0,0,0,0,0,0,0,16
17139,946814,W,2017,27/03/2017,10,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,2,0,5,0,3,1,0,0,0,0,0,1,9
17138,946814,W,2017,27/03/2017,9,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,3,0,15,0,1,0,0,0,0,0,0,0,16
17137,946814,W,2017,27/03/2017,8,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,5,0,36,0,2,0,0,0,0,0,0,0,38
17473,99508,S,2017,14/06/2017,8,1,South West,144,"Bristol, City of",A4,Major,361450,171000,51.43667853,-2.55598076,16,19,456,18,134,12,5,1,0,5,9,32,659
17466,99508,S,2017,14/06/2017,13,1,South West,144,"Bristol, City of",A4,Major,361450,171000,51.43667853,-2.55598076,9,18,641,17,150,24,5,3,1,2,4,39,865
17467,99508,S,2017,14/06/2017,14,1,South West,144,"Bristol, City of",A4,Major,361450,171000,51.43667853,-2.55598076,10,12,683,25,179,23,2,2,1,4,2,34,933
17468,99508,S,2017,14/06/2017,15,1,South West,144,"Bristol, City of",A4,Major,361450,171000,51.43667853,-2.55598076,15,42,685,16,195,21,6,2,1,0,0,30,968
17150,946792,E,2017,20/10/2017,9,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,0,20,3,1,0,0,0,0,0,0,0,24
17149,946792,E,2017,20/10/2017,8,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,0,14,4,4,0,0,0,0,0,0,0,22
17148,946792,E,2017,20/10/2017,7,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,1,0,7,5,4,0,0,0,0,0,0,0,16
17147,946814,E,2017,27/03/2017,18,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,3,0,8,0,0,0,0,0,0,0,0,0,8
17146,946814,E,2017,27/03/2017,17,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,3,0,27,0,2,0,0,0,0,0,0,0,29
17153,946792,E,2017,20/10/2017,12,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,1,19,3,4,0,0,0,0,0,0,0,27
17154,946792,W,2017,20/10/2017,13,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,0,15,2,6,0,0,0,0,0,0,0,23
17155,946792,W,2017,20/10/2017,14,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,0,19,3,2,0,0,0,0,0,0,0,24
17156,946792,W,2017,20/10/2017,15,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,1,0,33,3,6,0,0,0,0,0,0,0,42
17472,99508,S,2017,14/06/2017,7,1,South West,144,"Bristol, City of",A4,Major,361450,171000,51.43667853,-2.55598076,20,16,539,16,125,29,9,5,1,1,3,48,744
17157,946792,W,2017,20/10/2017,16,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,1,16,4,10,0,0,0,0,0,0,0,31
17158,946792,W,2017,20/10/2017,17,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,0,18,3,5,0,0,0,0,0,0,0,26
17136,946814,W,2017,27/03/2017,7,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,5,0,20,0,1,0,0,0,0,0,0,0,21
17159,946792,W,2017,20/10/2017,18,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,0,11,3,5,0,0,0,0,0,0,0,19
17161,946792,W,2017,20/10/2017,8,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,0,19,4,3,0,0,0,0,0,0,0,26
17162,946792,W,2017,20/10/2017,9,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,0,15,4,3,1,0,0,0,0,0,1,23
17163,946792,W,2017,20/10/2017,10,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,0,18,2,6,0,0,0,0,0,0,0,26
17164,946792,W,2017,20/10/2017,11,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,0,18,3,3,0,0,0,0,0,0,0,24
17165,946792,W,2017,20/10/2017,12,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,0,17,3,2,0,0,0,0,0,0,0,22
17166,946792,E,2017,20/10/2017,13,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,0,15,4,5,1,0,0,0,0,0,1,25
17167,946792,E,2017,20/10/2017,14,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,0,17,2,4,0,0,0,0,0,0,0,23
17168,946792,E,2017,20/10/2017,15,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,0,22,3,8,0,0,0,0,0,0,0,33
17169,946792,E,2017,20/10/2017,16,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,0,24,3,11,0,0,0,0,0,0,0,38
17471,99508,S,2017,14/06/2017,18,1,South West,144,"Bristol, City of",A4,Major,361450,171000,51.43667853,-2.55598076,60,38,758,16,81,4,0,0,1,0,0,5,898
17470,99508,S,2017,14/06/2017,17,1,South West,144,"Bristol, City of",A4,Major,361450,171000,51.43667853,-2.55598076,59,74,754,17,88,2,0,0,0,2,2,6,939
17469,99508,S,2017,14/06/2017,16,1,South West,144,"Bristol, City of",A4,Major,361450,171000,51.43667853,-2.55598076,33,45,779,15,141,10,4,0,0,4,2,20,1000
17160,946792,W,2017,20/10/2017,7,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,0,15,3,3,0,0,0,0,0,0,0,21
17135,946814,W,2017,27/03/2017,18,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,0,0,3,0,0,0,0,0,0,0,0,0,3
17152,946792,E,2017,20/10/2017,11,1,South West,144,"Bristol, City of",U,Minor,360345,167005,51.40068242,-2.57142848,0,1,20,3,1,0,0,0,0,0,0,0,25
17133,946814,W,2017,27/03/2017,16,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,1,0,13,0,0,0,0,0,0,0,0,0,13
17117,946799,S,2017,06/07/2017,12,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,0,1,182,0,23,2,1,0,0,0,0,3,209
17118,946799,N,2017,06/07/2017,13,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,0,1,120,0,21,3,3,0,0,0,1,7,149
17119,946799,N,2017,06/07/2017,14,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,0,3,82,0,18,0,0,0,0,0,0,0,103
17120,946799,N,2017,06/07/2017,15,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,1,0,141,0,17,2,1,0,0,0,0,3,161
17121,946799,N,2017,06/07/2017,16,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,3,1,134,1,19,0,0,0,0,0,0,0,155
17122,946799,N,2017,06/07/2017,17,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,0,0,229,0,17,1,0,0,0,0,0,1,247
17116,946799,S,2017,06/07/2017,11,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,1,1,105,0,19,2,0,0,0,0,1,3,128
17123,946799,N,2017,06/07/2017,18,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,0,0,234,0,25,0,0,1,0,0,0,1,260
17125,946814,E,2017,27/03/2017,8,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,0,0,38,0,0,0,0,0,0,0,0,0,38
17134,946814,W,2017,27/03/2017,17,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,1,0,11,0,0,0,0,0,0,0,0,0,11
17127,946814,E,2017,27/03/2017,10,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,0,0,4,0,3,0,0,0,0,0,0,0,7
17128,946814,E,2017,27/03/2017,11,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,1,0,15,0,3,0,0,0,0,0,0,0,18
17129,946814,E,2017,27/03/2017,12,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,1,0,6,0,1,1,0,0,0,0,0,1,8
17130,946814,W,2017,27/03/2017,13,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,0,0,9,0,1,0,0,0,0,0,0,0,10
17124,946814,E,2017,27/03/2017,7,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,2,0,31,0,2,0,0,0,0,0,0,0,33
17115,946799,S,2017,06/07/2017,10,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,0,0,68,0,15,2,0,0,0,0,0,2,85
17126,946814,E,2017,27/03/2017,9,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,1,0,19,0,1,0,0,0,0,0,0,0,20
17113,946799,S,2017,06/07/2017,8,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,10,2,98,2,21,2,0,0,0,0,0,2,125
17114,946799,S,2017,06/07/2017,9,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,0,1,109,0,16,0,0,0,0,0,0,0,126
17132,946814,W,2017,27/03/2017,15,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,2,0,9,0,0,0,0,0,0,0,0,0,9
17101,946799,N,2017,06/07/2017,8,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,1,1,70,2,23,1,2,0,0,0,0,3,99
17102,946799,N,2017,06/07/2017,9,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,0,1,81,0,8,0,0,0,0,0,0,0,90
17103,946799,N,2017,06/07/2017,10,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,0,1,67,0,24,1,0,0,0,0,0,1,93
17104,946799,N,2017,06/07/2017,11,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,0,0,69,0,16,0,0,0,0,0,0,0,85
17105,946799,N,2017,06/07/2017,12,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,2,0,145,0,22,1,1,0,0,0,0,2,169
17131,946814,W,2017,27/03/2017,14,1,South West,144,"Bristol, City of",U,Minor,357522,175137,51.47359265,-2.61298495,0,0,6,0,0,0,0,0,0,0,0,0,6
17107,946799,S,2017,06/07/2017,14,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,0,3,86,0,19,0,0,0,0,0,0,0,108
17108,946799,S,2017,06/07/2017,15,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,0,0,151,0,18,0,0,0,0,0,0,0,169
17109,946799,S,2017,06/07/2017,16,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,0,1,168,1,15,1,0,0,0,0,0,1,186
17110,946799,S,2017,06/07/2017,17,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,0,0,213,0,14,1,0,0,0,0,0,1,228
17111,946799,S,2017,06/07/2017,18,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,0,0,288,0,26,0,0,1,0,0,0,1,315
17106,946799,S,2017,06/07/2017,13,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,0,0,108,0,20,3,3,0,0,0,1,7,135
17112,946799,S,2017,06/07/2017,7,1,South West,144,"Bristol, City of",U,Minor,359230,168927,51.4178841,-2.58767729,1,0,77,2,22,2,0,0,0,0,0,2,103
9691,946772,E,2018,04/06/2018,14,1,South West,144,"Bristol, City of",U,Minor,363408,175722,51.479263,-2.5283039,1,0,3,0,1,0,0,0,0,0,0,0,4
9690,946772,E,2018,04/06/2018,13,1,South West,144,"Bristol, City of",U,Minor,363408,175722,51.479263,-2.5283039,0,0,6,0,2,1,0,0,0,0,0,1,9
9689,946772,W,2018,04/06/2018,12,1,South West,144,"Bristol, City of",U,Minor,363408,175722,51.479263,-2.5283039,1,0,6,0,3,0,0,0,0,0,0,0,9
9688,946772,W,2018,04/06/2018,11,1,South West,144,"Bristol, City of",U,Minor,363408,175722,51.479263,-2.5283039,1,0,6,0,4,0,0,0,0,0,0,0,10
9685,946772,W,2018,04/06/2018,8,1,South West,144,"Bristol, City of",U,Minor,363408,175722,51.479263,-2.5283039,3,0,10,0,0,0,0,0,0,0,0,0,10
9686,946772,W,2018,04/06/2018,9,1,South West,144,"Bristol, City of",U,Minor,363408,175722,51.479263,-2.5283039,1,0,4,0,3,0,0,0,0,0,0,0,7
9684,946772,W,2018,04/06/2018,7,1,South West,144,"Bristol, City of",U,Minor,363408,175722,51.479263,-2.5283039,2,0,6,0,0,0,0,0,0,0,0,0,6
9683,74770,N,2018,04/10/2018,18,1,South West,144,"Bristol, City of",A38,Major,358556,172848,51.453087,-2.5978293,258,54,985,48,62,5,1,0,0,0,1,7,1156
9692,946772,E,2018,04/06/2018,15,1,South West,144,"Bristol, City of",U,Minor,363408,175722,51.479263,-2.5283039,3,0,11,0,0,0,0,0,0,0,0,0,11
